tarih,sicaklik_max,sicaklik_min,sicaklik_ort,yagis,ruzgar_max,yil,ay,gun,hafta_gunu,mevsim
2021-09-11,29.5,20.3,24.4,0.0,13.9,2021,9,11,Saturday,Sonbahar
2021-09-12,28.7,18.2,23.5,0.0,13.0,2021,9,12,Sunday,Sonbahar
2021-09-13,29.9,19.5,24.5,0.0,13.0,2021,9,13,Monday,Sonbahar
2021-09-14,30.7,20.8,25.2,0.0,11.3,2021,9,14,Tuesday,Sonbahar
2021-09-15,29.3,19.3,24.1,0.0,11.8,2021,9,15,Wednesday,Sonbahar
2021-09-16,26.1,18.1,22.1,0.4,12.6,2021,9,16,Thursday,Sonbahar
2021-09-17,23.9,15.1,19.5,0.1,9.7,2021,9,17,Friday,Sonbahar
2021-09-18,25.8,14.5,20.1,0.0,9.7,2021,9,18,Saturday,Sonbahar
2021-09-19,28.2,15.6,22.0,0.0,10.6,2021,9,19,Sunday,Sonbahar
2021-09-20,28.2,17.9,22.6,0.0,15.1,2021,9,20,Monday,Sonbahar
2021-09-21,28.5,17.3,22.9,0.0,10.9,2021,9,21,Tuesday,Sonbahar
2021-09-22,26.4,17.5,21.7,0.1,16.4,2021,9,22,Wednesday,Sonbahar
2021-09-23,21.5,13.9,17.3,1.2,11.8,2021,9,23,Thursday,Sonbahar
2021-09-24,19.6,11.3,14.9,0.5,15.9,2021,9,24,Friday,Sonbahar
2021-09-25,21.9,10.0,15.4,0.0,20.5,2021,9,25,Saturday,Sonbahar
2021-09-26,22.0,10.2,16.6,0.0,8.2,2021,9,26,Sunday,Sonbahar
2021-09-27,25.2,15.2,19.5,0.0,8.7,2021,9,27,Monday,Sonbahar
2021-09-28,25.1,14.7,19.5,0.0,9.5,2021,9,28,Tuesday,Sonbahar
2021-09-29,24.4,13.5,18.8,0.0,9.4,2021,9,29,Wednesday,Sonbahar
2021-09-30,21.5,14.3,17.6,0.4,11.2,2021,9,30,Thursday,Sonbahar
2021-10-01,21.7,13.6,17.1,0.0,11.6,2021,10,1,Friday,Sonbahar
2021-10-02,25.1,14.4,19.2,0.2,9.4,2021,10,2,Saturday,Sonbahar
2021-10-03,24.5,14.0,18.5,0.0,19.5,2021,10,3,Sunday,Sonbahar
2021-10-04,19.7,10.5,14.8,0.0,14.0,2021,10,4,Monday,Sonbahar
2021-10-05,18.6,9.5,13.7,0.0,14.8,2021,10,5,Tuesday,Sonbahar
2021-10-06,17.9,8.8,12.9,0.0,14.3,2021,10,6,Wednesday,Sonbahar
2021-10-07,19.1,9.4,14.2,0.0,9.6,2021,10,7,Thursday,Sonbahar
2021-10-08,21.9,13.3,17.3,0.0,9.4,2021,10,8,Friday,Sonbahar
2021-10-09,23.9,15.1,19.3,0.0,9.7,2021,10,9,Saturday,Sonbahar
2021-10-10,24.8,16.8,20.4,0.0,7.6,2021,10,10,Sunday,Sonbahar
2021-10-11,25.8,16.8,21.4,0.0,9.2,2021,10,11,Monday,Sonbahar
2021-10-12,26.5,15.9,21.2,0.0,10.1,2021,10,12,Tuesday,Sonbahar
2021-10-13,25.3,14.2,19.6,0.0,15.5,2021,10,13,Wednesday,Sonbahar
2021-10-14,24.4,14.9,19.3,0.3,7.2,2021,10,14,Thursday,Sonbahar
2021-10-15,25.7,16.9,20.6,0.0,11.2,2021,10,15,Friday,Sonbahar
2021-10-16,24.3,15.0,19.8,0.0,10.1,2021,10,16,Saturday,Sonbahar
2021-10-17,23.4,16.6,19.4,0.1,10.9,2021,10,17,Sunday,Sonbahar
2021-10-18,20.0,12.6,15.6,0.0,10.0,2021,10,18,Monday,Sonbahar
2021-10-19,18.9,9.4,14.1,0.0,9.7,2021,10,19,Tuesday,Sonbahar
2021-10-20,16.6,7.9,12.1,0.0,10.2,2021,10,20,Wednesday,Sonbahar
2021-10-21,17.3,8.5,12.4,0.0,8.5,2021,10,21,Thursday,Sonbahar
2021-10-22,19.1,11.8,14.9,0.0,7.6,2021,10,22,Friday,Sonbahar
2021-10-23,20.5,11.0,15.4,0.0,10.7,2021,10,23,Saturday,Sonbahar
2021-10-24,19.8,9.8,14.7,0.0,10.2,2021,10,24,Sunday,Sonbahar
2021-10-25,16.7,7.8,12.7,0.0,12.6,2021,10,25,Monday,Sonbahar
2021-10-26,14.1,5.8,9.5,0.0,8.0,2021,10,26,Tuesday,Sonbahar
2021-10-27,15.9,7.4,11.7,0.0,8.3,2021,10,27,Wednesday,Sonbahar
2021-10-28,17.2,9.9,12.9,5.6,8.7,2021,10,28,Thursday,Sonbahar
2021-10-29,11.7,6.9,9.8,8.4,8.4,2021,10,29,Friday,Sonbahar
2021-10-30,12.6,7.0,10.3,10.5,7.9,2021,10,30,Saturday,Sonbahar
2021-10-31,14.4,9.9,11.4,2.6,7.3,2021,10,31,Sunday,Sonbahar
2021-11-01,16.5,9.4,12.6,4.5,7.6,2021,11,1,Monday,Sonbahar
2021-11-02,14.9,10.6,12.4,3.4,5.2,2021,11,2,Tuesday,Sonbahar
2021-11-03,16.0,10.2,12.8,0.0,7.5,2021,11,3,Wednesday,Sonbahar
2021-11-04,17.7,8.4,12.7,0.0,10.0,2021,11,4,Thursday,Sonbahar
2021-11-05,17.9,10.6,13.9,0.0,5.9,2021,11,5,Friday,Sonbahar
2021-11-06,18.4,10.3,14.3,0.0,5.8,2021,11,6,Saturday,Sonbahar
2021-11-07,18.2,10.3,14.1,0.0,7.7,2021,11,7,Sunday,Sonbahar
2021-11-08,17.1,10.9,14.3,0.0,6.1,2021,11,8,Monday,Sonbahar
2021-11-09,17.5,11.4,14.1,0.0,6.3,2021,11,9,Tuesday,Sonbahar
2021-11-10,13.7,6.0,11.3,0.2,14.9,2021,11,10,Wednesday,Sonbahar
2021-11-11,9.0,2.0,5.3,0.0,11.8,2021,11,11,Thursday,Sonbahar
2021-11-12,11.9,3.4,7.4,0.0,6.3,2021,11,12,Friday,Sonbahar
2021-11-13,12.9,7.0,9.3,0.0,7.0,2021,11,13,Saturday,Sonbahar
2021-11-14,12.6,7.6,9.9,0.0,6.8,2021,11,14,Sunday,Sonbahar
2021-11-15,14.4,7.7,10.6,0.0,8.6,2021,11,15,Monday,Sonbahar
2021-11-16,13.8,5.8,9.7,0.0,8.8,2021,11,16,Tuesday,Sonbahar
2021-11-17,13.1,7.5,9.8,0.0,7.5,2021,11,17,Wednesday,Sonbahar
2021-11-18,13.4,7.9,10.1,0.0,6.2,2021,11,18,Thursday,Sonbahar
2021-11-19,13.6,6.7,10.1,0.0,5.9,2021,11,19,Friday,Sonbahar
2021-11-20,10.1,6.0,8.1,4.6,6.2,2021,11,20,Saturday,Sonbahar
2021-11-21,10.7,4.9,7.8,0.0,8.1,2021,11,21,Sunday,Sonbahar
2021-11-22,11.8,6.5,9.1,0.0,8.4,2021,11,22,Monday,Sonbahar
2021-11-23,12.8,7.6,9.5,0.0,6.4,2021,11,23,Tuesday,Sonbahar
2021-11-24,12.4,6.1,9.4,0.8,6.6,2021,11,24,Wednesday,Sonbahar
2021-11-25,11.4,7.3,8.9,3.9,5.2,2021,11,25,Thursday,Sonbahar
2021-11-26,11.3,6.2,8.8,5.3,6.6,2021,11,26,Friday,Sonbahar
2021-11-27,11.9,6.3,8.4,0.1,7.3,2021,11,27,Saturday,Sonbahar
2021-11-28,14.1,7.4,9.5,3.2,5.5,2021,11,28,Sunday,Sonbahar
2021-11-29,13.0,5.4,8.7,0.0,8.5,2021,11,29,Monday,Sonbahar
2021-11-30,15.1,7.4,10.2,0.0,6.3,2021,11,30,Tuesday,Sonbahar
2021-12-01,10.3,1.4,6.2,5.2,15.0,2021,12,1,Wednesday,Kış
2021-12-02,6.4,0.0,2.7,0.0,11.2,2021,12,2,Thursday,Kış
2021-12-03,6.7,2.1,3.8,0.0,6.5,2021,12,3,Friday,Kış
2021-12-04,8.2,2.2,4.6,0.0,6.5,2021,12,4,Saturday,Kış
2021-12-05,8.1,2.4,5.4,0.1,6.9,2021,12,5,Sunday,Kış
2021-12-06,9.6,5.0,7.0,0.0,6.7,2021,12,6,Monday,Kış
2021-12-07,10.8,4.6,7.1,0.0,5.2,2021,12,7,Tuesday,Kış
2021-12-08,8.0,3.4,6.1,2.6,6.8,2021,12,8,Wednesday,Kış
2021-12-09,9.2,2.7,5.3,5.4,8.4,2021,12,9,Thursday,Kış
2021-12-10,7.7,0.4,3.7,0.0,8.3,2021,12,10,Friday,Kış
2021-12-11,7.5,1.1,3.9,0.0,7.6,2021,12,11,Saturday,Kış
2021-12-12,7.3,2.5,4.5,0.0,7.0,2021,12,12,Sunday,Kış
2021-12-13,7.4,1.3,3.8,0.0,6.9,2021,12,13,Monday,Kış
2021-12-14,7.7,2.2,5.1,2.0,8.8,2021,12,14,Tuesday,Kış
2021-12-15,8.6,2.3,4.9,0.1,5.3,2021,12,15,Wednesday,Kış
2021-12-16,7.5,4.0,5.2,2.4,7.6,2021,12,16,Thursday,Kış
2021-12-17,7.4,2.2,4.7,0.9,5.2,2021,12,17,Friday,Kış
2021-12-18,7.3,2.0,4.3,1.1,4.6,2021,12,18,Saturday,Kış
2021-12-19,6.1,3.3,4.3,9.9,6.8,2021,12,19,Sunday,Kış
2021-12-20,5.3,2.3,3.4,11.9,8.9,2021,12,20,Monday,Kış
2021-12-21,3.6,-2.4,1.4,1.7,9.3,2021,12,21,Tuesday,Kış
2021-12-22,-0.4,-6.3,-3.7,0.0,7.4,2021,12,22,Wednesday,Kış
2021-12-23,-1.1,-6.5,-4.8,0.0,6.5,2021,12,23,Thursday,Kış
2021-12-24,-2.7,-7.9,-5.6,0.0,6.0,2021,12,24,Friday,Kış
2021-12-25,1.2,-5.9,-2.9,0.0,4.4,2021,12,25,Saturday,Kış
2021-12-26,2.4,-4.0,-1.3,0.0,4.7,2021,12,26,Sunday,Kış
2021-12-27,3.3,-3.2,-0.3,0.0,5.4,2021,12,27,Monday,Kış
2021-12-28,3.7,-1.9,0.8,0.0,6.5,2021,12,28,Tuesday,Kış
2021-12-29,3.8,-1.2,0.8,0.0,4.6,2021,12,29,Wednesday,Kış
2021-12-30,3.0,-1.9,0.8,0.0,4.8,2021,12,30,Thursday,Kış
2021-12-31,4.4,-1.6,1.2,0.0,4.5,2021,12,31,Friday,Kış
2022-01-01,3.2,-0.0,1.2,0.0,4.0,2022,1,1,Saturday,Kış
2022-01-02,4.0,-0.6,1.4,1.2,9.3,2022,1,2,Sunday,Kış
2022-01-03,5.2,-2.3,0.9,0.0,16.1,2022,1,3,Monday,Kış
2022-01-04,4.8,-0.8,2.5,0.0,6.0,2022,1,4,Tuesday,Kış
2022-01-05,6.4,-0.8,2.4,0.0,7.1,2022,1,5,Wednesday,Kış
2022-01-06,4.0,1.6,2.7,0.0,4.2,2022,1,6,Thursday,Kış
2022-01-07,4.2,1.7,3.2,0.0,3.9,2022,1,7,Friday,Kış
2022-01-08,5.8,2.3,3.7,0.0,4.7,2022,1,8,Saturday,Kış
2022-01-09,6.5,1.9,4.0,2.0,6.0,2022,1,9,Sunday,Kış
2022-01-10,6.6,4.0,4.8,2.7,9.4,2022,1,10,Monday,Kış
2022-01-11,7.0,3.4,5.1,1.7,4.5,2022,1,11,Tuesday,Kış
2022-01-12,6.3,4.2,5.0,4.6,8.6,2022,1,12,Wednesday,Kış
2022-01-13,6.1,0.7,4.1,1.4,12.3,2022,1,13,Thursday,Kış
2022-01-14,2.8,-3.6,-0.9,0.0,10.9,2022,1,14,Friday,Kış
2022-01-15,3.8,-3.9,-1.0,0.0,14.6,2022,1,15,Saturday,Kış
2022-01-16,0.3,-5.9,-3.5,0.7,18.6,2022,1,16,Sunday,Kış
2022-01-17,-0.0,-6.0,-3.7,0.0,12.5,2022,1,17,Monday,Kış
2022-01-18,0.2,-5.5,-3.0,8.9,7.3,2022,1,18,Tuesday,Kış
2022-01-19,-3.0,-6.5,-4.6,33.0,15.5,2022,1,19,Wednesday,Kış
2022-01-20,-5.8,-12.4,-8.5,0.0,16.1,2022,1,20,Thursday,Kış
2022-01-21,-5.8,-8.6,-7.4,0.0,6.5,2022,1,21,Friday,Kış
2022-01-22,-4.0,-8.5,-6.2,0.1,5.2,2022,1,22,Saturday,Kış
2022-01-23,-0.7,-3.5,-2.0,21.6,12.1,2022,1,23,Sunday,Kış
2022-01-24,-1.4,-3.4,-2.8,6.5,7.7,2022,1,24,Monday,Kış
2022-01-25,-3.3,-9.6,-6.6,0.0,10.0,2022,1,25,Tuesday,Kış
2022-01-26,-1.5,-6.5,-3.5,9.9,7.7,2022,1,26,Wednesday,Kış
2022-01-27,-1.0,-9.2,-3.4,5.0,15.0,2022,1,27,Thursday,Kış
2022-01-28,-5.6,-9.0,-7.5,0.0,9.7,2022,1,28,Friday,Kış
2022-01-29,-6.6,-8.9,-7.6,0.6,4.7,2022,1,29,Saturday,Kış
2022-01-30,-4.1,-7.9,-6.1,0.0,5.0,2022,1,30,Sunday,Kış
2022-01-31,-0.4,-4.2,-2.2,1.6,5.7,2022,1,31,Monday,Kış
2022-02-01,2.0,-1.0,0.8,0.3,4.0,2022,2,1,Tuesday,Kış
2022-02-02,3.1,1.3,2.2,0.3,4.8,2022,2,2,Wednesday,Kış
2022-02-03,3.7,1.5,2.6,0.0,6.6,2022,2,3,Thursday,Kış
2022-02-04,1.9,-3.3,0.3,0.6,9.4,2022,2,4,Friday,Kış
2022-02-05,1.1,-6.4,-2.5,0.0,13.6,2022,2,5,Saturday,Kış
2022-02-06,1.8,-4.5,-0.9,0.0,8.7,2022,2,6,Sunday,Kış
2022-02-07,2.5,-3.3,0.2,0.0,8.4,2022,2,7,Monday,Kış
2022-02-08,3.5,-0.2,1.6,0.1,5.0,2022,2,8,Tuesday,Kış
2022-02-09,8.0,1.6,4.3,2.2,6.6,2022,2,9,Wednesday,Kış
2022-02-10,4.5,2.2,3.2,9.9,11.6,2022,2,10,Thursday,Kış
2022-02-11,5.3,-2.3,1.5,0.0,11.6,2022,2,11,Friday,Kış
2022-02-12,8.1,-0.4,3.0,0.0,7.0,2022,2,12,Saturday,Kış
2022-02-13,7.1,0.7,3.8,0.0,7.2,2022,2,13,Sunday,Kış
2022-02-14,6.8,0.1,2.9,0.0,6.8,2022,2,14,Monday,Kış
2022-02-15,5.4,-0.8,1.9,0.0,7.2,2022,2,15,Tuesday,Kış
2022-02-16,6.2,-1.2,2.5,0.0,5.8,2022,2,16,Wednesday,Kış
2022-02-17,4.8,-1.6,1.2,0.0,6.5,2022,2,17,Thursday,Kış
2022-02-18,6.9,0.1,3.1,0.0,5.1,2022,2,18,Friday,Kış
2022-02-19,9.1,-0.1,4.2,0.0,7.9,2022,2,19,Saturday,Kış
2022-02-20,10.7,0.1,5.5,0.0,10.1,2022,2,20,Sunday,Kış
2022-02-21,12.3,2.2,7.3,0.0,7.2,2022,2,21,Monday,Kış
2022-02-22,10.5,4.6,6.6,2.0,5.0,2022,2,22,Tuesday,Kış
2022-02-23,10.9,4.3,6.7,0.5,5.4,2022,2,23,Wednesday,Kış
2022-02-24,13.5,3.9,8.5,1.3,12.6,2022,2,24,Thursday,Kış
2022-02-25,8.9,3.4,6.5,15.4,5.4,2022,2,25,Friday,Kış
2022-02-26,10.4,2.7,6.0,0.2,7.8,2022,2,26,Saturday,Kış
2022-02-27,10.3,1.7,5.5,0.0,5.2,2022,2,27,Sunday,Kış
2022-02-28,11.0,4.3,7.4,0.0,8.4,2022,2,28,Monday,Kış
2022-03-01,9.0,4.9,6.9,10.5,4.4,2022,3,1,Tuesday,İlkbahar
2022-03-02,9.4,4.2,6.3,2.6,5.2,2022,3,2,Wednesday,İlkbahar
2022-03-03,11.6,1.6,7.2,41.9,21.8,2022,3,3,Thursday,İlkbahar
2022-03-04,5.0,-1.0,1.4,7.2,22.6,2022,3,4,Friday,İlkbahar
2022-03-05,6.8,-2.9,2.0,0.0,10.3,2022,3,5,Saturday,İlkbahar
2022-03-06,8.0,0.8,4.2,0.9,4.3,2022,3,6,Sunday,İlkbahar
2022-03-07,9.3,2.1,5.2,0.1,8.7,2022,3,7,Monday,İlkbahar
2022-03-08,9.9,2.8,6.6,1.1,10.4,2022,3,8,Tuesday,İlkbahar
2022-03-09,7.5,3.8,5.4,15.2,6.9,2022,3,9,Wednesday,İlkbahar
2022-03-10,8.5,1.0,4.6,2.3,6.9,2022,3,10,Thursday,İlkbahar
2022-03-11,5.7,-2.2,2.4,7.4,18.7,2022,3,11,Friday,İlkbahar
2022-03-12,1.8,-5.6,-1.8,3.2,15.0,2022,3,12,Saturday,İlkbahar
2022-03-13,2.6,-5.5,-1.6,6.1,10.4,2022,3,13,Sunday,İlkbahar
2022-03-14,2.2,-9.2,-2.1,0.9,14.2,2022,3,14,Monday,İlkbahar
2022-03-15,2.1,-10.8,-3.0,0.2,17.0,2022,3,15,Tuesday,İlkbahar
2022-03-16,4.6,-5.1,-1.0,0.0,15.9,2022,3,16,Wednesday,İlkbahar
2022-03-17,4.0,-3.8,0.1,0.8,7.2,2022,3,17,Thursday,İlkbahar
2022-03-18,3.9,-3.2,-0.1,3.2,13.9,2022,3,18,Friday,İlkbahar
2022-03-19,0.7,-4.9,-2.6,1.1,15.2,2022,3,19,Saturday,İlkbahar
2022-03-20,2.7,-6.3,-2.3,0.0,17.0,2022,3,20,Sunday,İlkbahar
2022-03-21,5.2,-3.8,0.2,0.0,10.8,2022,3,21,Monday,İlkbahar
2022-03-22,6.7,-3.5,1.5,1.0,8.2,2022,3,22,Tuesday,İlkbahar
2022-03-23,7.7,-1.0,3.1,0.5,6.4,2022,3,23,Wednesday,İlkbahar
2022-03-24,8.0,-1.0,3.2,0.6,7.4,2022,3,24,Thursday,İlkbahar
2022-03-25,6.5,1.1,3.3,0.6,12.3,2022,3,25,Friday,İlkbahar
2022-03-26,8.0,-0.8,3.5,6.0,10.5,2022,3,26,Saturday,İlkbahar
2022-03-27,9.0,0.9,4.3,2.8,17.0,2022,3,27,Sunday,İlkbahar
2022-03-28,12.5,1.0,6.9,0.0,19.6,2022,3,28,Monday,İlkbahar
2022-03-29,13.8,5.3,9.2,0.0,8.4,2022,3,29,Tuesday,İlkbahar
2022-03-30,14.9,6.3,9.7,0.9,6.5,2022,3,30,Wednesday,İlkbahar
2022-03-31,18.0,4.9,10.9,0.0,8.0,2022,3,31,Thursday,İlkbahar
2022-04-01,20.2,10.3,14.5,0.0,11.5,2022,4,1,Friday,İlkbahar
2022-04-02,22.4,10.5,16.1,0.0,12.6,2022,4,2,Saturday,İlkbahar
2022-04-03,22.8,12.4,17.3,0.0,16.9,2022,4,3,Sunday,İlkbahar
2022-04-04,21.1,11.0,16.1,0.0,18.7,2022,4,4,Monday,İlkbahar
2022-04-05,21.3,10.1,15.3,0.1,11.7,2022,4,5,Tuesday,İlkbahar
2022-04-06,22.2,11.2,15.9,0.4,12.4,2022,4,6,Wednesday,İlkbahar
2022-04-07,22.6,9.8,15.7,0.0,14.1,2022,4,7,Thursday,İlkbahar
2022-04-08,19.3,9.4,14.4,5.2,19.9,2022,4,8,Friday,İlkbahar
2022-04-09,19.9,8.7,13.8,0.0,12.9,2022,4,9,Saturday,İlkbahar
2022-04-10,20.3,11.9,15.7,0.0,19.7,2022,4,10,Sunday,İlkbahar
2022-04-11,21.1,9.8,15.5,0.0,17.3,2022,4,11,Monday,İlkbahar
2022-04-12,13.3,4.2,9.4,2.0,20.6,2022,4,12,Tuesday,İlkbahar
2022-04-13,9.1,1.0,4.5,0.1,19.4,2022,4,13,Wednesday,İlkbahar
2022-04-14,11.9,-1.0,5.9,0.0,10.0,2022,4,14,Thursday,İlkbahar
2022-04-15,17.0,3.6,10.3,0.0,18.7,2022,4,15,Friday,İlkbahar
2022-04-16,18.9,6.7,12.3,0.0,12.8,2022,4,16,Saturday,İlkbahar
2022-04-17,22.5,8.8,15.8,0.0,10.9,2022,4,17,Sunday,İlkbahar
2022-04-18,23.1,12.3,17.7,0.1,16.5,2022,4,18,Monday,İlkbahar
2022-04-19,17.0,11.0,14.8,10.6,8.4,2022,4,19,Tuesday,İlkbahar
2022-04-20,19.5,7.9,13.7,0.0,9.8,2022,4,20,Wednesday,İlkbahar
2022-04-21,22.4,9.0,15.7,0.0,17.8,2022,4,21,Thursday,İlkbahar
2022-04-22,21.8,9.4,15.9,0.0,10.7,2022,4,22,Friday,İlkbahar
2022-04-23,25.4,11.9,18.9,0.0,13.0,2022,4,23,Saturday,İlkbahar
2022-04-24,27.4,15.6,21.2,0.0,14.1,2022,4,24,Sunday,İlkbahar
2022-04-25,27.6,16.5,22.2,0.0,12.2,2022,4,25,Monday,İlkbahar
2022-04-26,28.9,17.6,22.0,0.4,12.8,2022,4,26,Tuesday,İlkbahar
2022-04-27,27.7,16.7,21.8,0.0,13.6,2022,4,27,Wednesday,İlkbahar
2022-04-28,26.5,17.7,21.9,0.0,10.5,2022,4,28,Thursday,İlkbahar
2022-04-29,24.8,15.5,19.5,3.2,19.8,2022,4,29,Friday,İlkbahar
2022-04-30,22.6,13.6,17.8,6.6,9.5,2022,4,30,Saturday,İlkbahar
2022-05-01,17.9,12.4,14.5,16.0,9.4,2022,5,1,Sunday,İlkbahar
2022-05-02,20.0,10.0,15.0,0.0,14.5,2022,5,2,Monday,İlkbahar
2022-05-03,16.5,11.3,13.4,6.1,10.3,2022,5,3,Tuesday,İlkbahar
2022-05-04,18.3,10.1,13.6,18.1,8.2,2022,5,4,Wednesday,İlkbahar
2022-05-05,17.5,9.0,12.0,7.1,15.5,2022,5,5,Thursday,İlkbahar
2022-05-06,11.5,7.2,9.5,0.4,13.1,2022,5,6,Friday,İlkbahar
2022-05-07,15.4,8.2,11.3,0.5,10.7,2022,5,7,Saturday,İlkbahar
2022-05-08,18.2,6.9,11.9,0.0,16.6,2022,5,8,Sunday,İlkbahar
2022-05-09,19.4,7.7,13.0,0.0,17.7,2022,5,9,Monday,İlkbahar
2022-05-10,18.2,7.7,13.4,0.0,12.4,2022,5,10,Tuesday,İlkbahar
2022-05-11,21.8,9.0,15.5,0.0,9.9,2022,5,11,Wednesday,İlkbahar
2022-05-12,21.7,10.1,15.8,0.0,23.1,2022,5,12,Thursday,İlkbahar
2022-05-13,21.3,9.1,15.3,0.0,9.6,2022,5,13,Friday,İlkbahar
2022-05-14,26.4,13.7,19.5,0.0,15.2,2022,5,14,Saturday,İlkbahar
2022-05-15,22.5,12.5,16.6,14.8,11.6,2022,5,15,Sunday,İlkbahar
2022-05-16,21.9,11.3,15.9,4.4,17.3,2022,5,16,Monday,İlkbahar
2022-05-17,22.1,10.6,16.5,0.0,11.0,2022,5,17,Tuesday,İlkbahar
2022-05-18,23.8,11.5,18.1,0.0,14.1,2022,5,18,Wednesday,İlkbahar
2022-05-19,25.7,12.5,18.8,4.7,20.8,2022,5,19,Thursday,İlkbahar
2022-05-20,18.7,8.2,13.3,0.0,22.4,2022,5,20,Friday,İlkbahar
2022-05-21,21.3,7.5,14.7,0.0,10.8,2022,5,21,Saturday,İlkbahar
2022-05-22,26.2,11.9,19.0,0.0,12.2,2022,5,22,Sunday,İlkbahar
2022-05-23,21.7,12.9,16.9,16.1,24.9,2022,5,23,Monday,İlkbahar
2022-05-24,20.9,11.3,15.6,0.0,22.4,2022,5,24,Tuesday,İlkbahar
2022-05-25,22.7,8.5,16.4,0.0,24.7,2022,5,25,Wednesday,İlkbahar
2022-05-26,23.8,13.4,18.8,0.0,9.3,2022,5,26,Thursday,İlkbahar
2022-05-27,27.0,13.8,21.3,0.0,11.7,2022,5,27,Friday,İlkbahar
2022-05-28,28.7,16.1,20.9,6.9,17.3,2022,5,28,Saturday,İlkbahar
2022-05-29,29.2,15.4,22.5,0.0,10.1,2022,5,29,Sunday,İlkbahar
2022-05-30,31.9,18.4,25.4,0.0,11.6,2022,5,30,Monday,İlkbahar
2022-05-31,32.3,20.5,25.7,1.0,13.9,2022,5,31,Tuesday,İlkbahar
2022-06-01,31.1,17.5,24.5,1.8,17.9,2022,6,1,Wednesday,Yaz
2022-06-02,33.7,19.1,26.6,0.9,15.0,2022,6,2,Thursday,Yaz
2022-06-03,36.6,22.6,29.6,0.0,20.4,2022,6,3,Friday,Yaz
2022-06-04,35.0,22.8,29.5,0.0,16.9,2022,6,4,Saturday,Yaz
2022-06-05,33.1,20.1,26.8,0.0,10.5,2022,6,5,Sunday,Yaz
2022-06-06,30.8,20.9,25.9,0.0,15.1,2022,6,6,Monday,Yaz
2022-06-07,30.9,18.9,24.8,0.0,16.6,2022,6,7,Tuesday,Yaz
2022-06-08,31.1,20.5,25.7,0.0,13.2,2022,6,8,Wednesday,Yaz
2022-06-09,29.7,19.4,24.3,0.0,17.5,2022,6,9,Thursday,Yaz
2022-06-10,31.6,19.5,25.7,0.0,13.9,2022,6,10,Friday,Yaz
2022-06-11,33.4,20.6,27.1,0.0,11.7,2022,6,11,Saturday,Yaz
2022-06-12,31.9,21.4,26.9,0.0,22.8,2022,6,12,Sunday,Yaz
2022-06-13,27.3,18.9,21.9,3.3,17.7,2022,6,13,Monday,Yaz
2022-06-14,25.3,17.0,20.6,6.1,15.3,2022,6,14,Tuesday,Yaz
2022-06-15,25.5,15.4,20.3,0.1,13.9,2022,6,15,Wednesday,Yaz
2022-06-16,28.3,16.0,22.7,0.0,9.5,2022,6,16,Thursday,Yaz
2022-06-17,31.5,18.9,25.3,0.0,12.6,2022,6,17,Friday,Yaz
2022-06-18,33.0,19.5,26.5,0.0,13.9,2022,6,18,Saturday,Yaz
2022-06-19,35.0,21.3,28.1,0.0,19.5,2022,6,19,Sunday,Yaz
2022-06-20,33.8,21.2,27.4,0.0,12.6,2022,6,20,Monday,Yaz
2022-06-21,34.2,21.0,26.8,1.6,21.6,2022,6,21,Tuesday,Yaz
2022-06-22,28.8,18.5,23.1,0.1,24.4,2022,6,22,Wednesday,Yaz
2022-06-23,28.6,17.5,23.2,0.0,18.9,2022,6,23,Thursday,Yaz
2022-06-24,29.2,17.8,21.7,3.5,25.0,2022,6,24,Friday,Yaz
2022-06-25,19.3,14.9,17.2,11.8,8.9,2022,6,25,Saturday,Yaz
2022-06-26,26.8,15.2,19.8,0.0,21.6,2022,6,26,Sunday,Yaz
2022-06-27,25.9,14.1,19.7,0.0,19.1,2022,6,27,Monday,Yaz
2022-06-28,26.8,15.2,21.3,0.0,13.2,2022,6,28,Tuesday,Yaz
2022-06-29,29.8,18.2,24.2,0.0,13.3,2022,6,29,Wednesday,Yaz
2022-06-30,31.7,20.2,26.2,0.0,14.9,2022,6,30,Thursday,Yaz
2022-07-01,33.8,21.6,27.0,0.0,18.6,2022,7,1,Friday,Yaz
2022-07-02,31.9,19.3,25.0,0.0,21.3,2022,7,2,Saturday,Yaz
2022-07-03,30.7,17.1,23.7,0.0,18.3,2022,7,3,Sunday,Yaz
2022-07-04,31.5,16.7,24.5,0.0,9.9,2022,7,4,Monday,Yaz
2022-07-05,32.8,19.8,26.7,0.0,10.1,2022,7,5,Tuesday,Yaz
2022-07-06,33.6,20.8,27.5,0.0,13.7,2022,7,6,Wednesday,Yaz
2022-07-07,35.4,22.2,29.0,0.0,15.5,2022,7,7,Thursday,Yaz
2022-07-08,34.3,23.8,29.0,0.0,24.0,2022,7,8,Friday,Yaz
2022-07-09,34.1,21.5,28.4,0.0,18.0,2022,7,9,Saturday,Yaz
2022-07-10,36.4,26.2,30.6,0.0,17.7,2022,7,10,Sunday,Yaz
2022-07-11,34.1,22.5,27.8,0.0,19.2,2022,7,11,Monday,Yaz
2022-07-12,33.2,21.0,26.9,0.0,12.3,2022,7,12,Tuesday,Yaz
2022-07-13,33.0,21.2,26.6,0.0,14.9,2022,7,13,Wednesday,Yaz
2022-07-14,33.0,20.3,26.0,0.0,16.2,2022,7,14,Thursday,Yaz
2022-07-15,34.4,19.9,27.1,0.0,14.1,2022,7,15,Friday,Yaz
