yil,ulke,sanatci,sarki,yari_final_no,final_cikis_sirasi,final_sira,final_puan,tele_puan_final,juri_puan_final,yarifinal_cikis_sirasi,yarifinal_sira,yarifinal_puan,finale_kaldı,ev_sahibi,ev_sahibi_ulke,ev_sahibi_uzaklik_km,ilk_10
2011,Slovakya,TWiiNS,I'm Still Alive,2.0,,,,,,5.0,13.0,48.0,False,False,Almanya,552.5054003989322,False
2011,Belarus,Anastasiya Vinnikova,I Love Belarus,2.0,,,,,,16.0,14.0,45.0,False,False,Almanya,954.3477727181366,False
2011,Hırvatistan,Daria,Celebrate,1.0,,,,,,13.0,15.0,41.0,False,False,Almanya,769.204688667908,False
2011,İsrail,Dana International,Ding Dong,2.0,,,,,,12.0,15.0,38.0,False,False,Almanya,2900.5787537670244,False
2011,Kuzey Makedonya,Vlatko Ilievski,Rusinka,2.0,,,,,,11.0,16.0,36.0,False,False,Almanya,1316.5306197997377,False
2011,San Marino,Senit,Stand By,1.0,,,,,,12.0,16.0,34.0,False,False,Almanya,956.6209247736689,False
2011,Norveç,Stella Mwangi,Haba Haba,1.0,,,,,,2.0,17.0,30.0,False,False,Almanya,837.7350584592342,False
2011,Letonya,Musiqq,Angel In Disguise,2.0,,,,,,17.0,17.0,25.0,False,False,Almanya,844.3002082607238,False
2011,Portekiz,Homens Da Luta,Luta É Alegria,1.0,,,,,,16.0,18.0,22.0,False,False,Almanya,2311.500300284044,False
2011,Polonya,Magdalena Tul,Jestem,1.0,,,,,,1.0,19.0,18.0,False,False,Almanya,517.3575592899225,False
2011,Kıbrıs,Christos Mylordos,San Aggelos S'agapisa,2.0,,,,,,9.0,18.0,16.0,False,False,Almanya,2489.4880241818814,False
2011,Hollanda,3JS,Never Alone,2.0,,,,,,3.0,19.0,13.0,False,False,Almanya,576.002886990363,False
2012,İsveç,Loreen,Euphoria,2.0,17.0,1.0,372.0,,,11.0,1.0,181.0,True,False,Azerbaycan,3048.73995485543,True
2012,Rusya,Buranovskiye Babushki,Party For Everybody,1.0,6.0,2.0,259.0,,,14.0,1.0,152.0,True,False,Azerbaycan,1926.7779214132897,True
2012,Sırbistan,Željko Joksimović,Nije Ljubav Stvar,2.0,24.0,3.0,214.0,,,1.0,2.0,159.0,True,False,Azerbaycan,2442.7198082414548,True
2012,Azerbaycan,Sabina Babayeva,When The Music Dies,,13.0,4.0,150.0,,,,,,True,True,Azerbaycan,0.0,True
2012,Arnavutluk,Rona Nishliu,Suus,1.0,3.0,5.0,146.0,,,5.0,2.0,146.0,True,False,Azerbaycan,2516.173471028788,True
2012,Estonya,Ott Lepland,Kuula,2.0,11.0,6.0,120.0,,,14.0,4.0,100.0,True,False,Azerbaycan,2743.090994192383,True
2012,Türkiye,Can Bonomo,Love Me Back,2.0,18.0,7.0,112.0,,,13.0,5.0,80.0,True,False,Azerbaycan,1444.056948888565,True
2012,Almanya,Roman Lob,Standing Still,,20.0,8.0,110.0,,,,,,True,False,Azerbaycan,3057.806443954444,True
2012,İtalya,Nina Zilli,L'Amore È Femmina (Out Of Love),,10.0,9.0,101.0,,,,,,True,False,Azerbaycan,3108.276754572131,True
2012,İspanya,Pastora Soler,Quédate Conmigo,,19.0,10.0,97.0,,,,,,True,False,Azerbaycan,4462.525273945542,True
2012,Moldova,Pasha Parfeny,Lăutar,1.0,26.0,11.0,81.0,,,17.0,5.0,100.0,True,False,Azerbaycan,1833.9099818400746,False
2012,Romanya,Mandinga,Zaleilah,1.0,14.0,12.0,71.0,,,6.0,3.0,120.0,True,False,Azerbaycan,1994.1095214663058,False
2012,Kuzey Makedonya,Kaliopi,Crno I Belo,2.0,22.0,13.0,71.0,,,2.0,9.0,53.0,True,False,Azerbaycan,2374.9490221061274,False
2012,Litvanya,Donny Montell,Love Is Blind,2.0,4.0,14.0,70.0,,,18.0,3.0,104.0,True,False,Azerbaycan,2411.9690068085956,False
2012,Ukrayna,Gaitana,Be My Guest,2.0,25.0,15.0,65.0,,,7.0,8.0,64.0,True,False,Azerbaycan,1868.5308160809811,False
2012,Kıbrıs,Ivi Adamou,La La Love,1.0,8.0,16.0,65.0,,,12.0,7.0,91.0,True,False,Azerbaycan,1560.3409032082222,False
2012,Yunanistan,Eleftheria Eleftheriou,Aphrodisiac,1.0,16.0,17.0,64.0,,,3.0,4.0,116.0,True,False,Azerbaycan,2260.448577578139,False
2012,Bosna-Hersek,Maya Sar,Korake Ti Znam,2.0,5.0,18.0,55.0,,,17.0,6.0,77.0,True,False,Azerbaycan,2606.280005326412,False
2012,İrlanda,Jedward,Waterline,1.0,23.0,19.0,46.0,,,18.0,6.0,92.0,True,False,Azerbaycan,4374.4214846064815,False
2012,İzlanda,Greta Salóme & Jónsi,Never Forget,1.0,7.0,20.0,46.0,,,2.0,8.0,75.0,True,False,Azerbaycan,5176.637214981906,False
2012,Malta,Kurt Calleja,This Is The Night,2.0,21.0,21.0,41.0,,,4.0,7.0,70.0,True,False,Azerbaycan,3111.031460375241,False
2012,Fransa,Anggun,Echo (You And I),,9.0,22.0,21.0,,,,,,True,False,Azerbaycan,3809.38691843182,False
2012,Danimarka,Soluna Samay,Should've Known Better,1.0,15.0,23.0,21.0,,,13.0,9.0,63.0,True,False,Azerbaycan,3194.6685134643703,False
2012,Macaristan,Compact Disco,Sound Of Our Hearts,1.0,2.0,24.0,19.0,,,15.0,10.0,52.0,True,False,Azerbaycan,2571.1772673169094,False
2012,Birleşik Krallık,Engelbert Humperdinck,Love Will Set You Free,,1.0,25.0,12.0,,,,,,True,False,Azerbaycan,3970.442506482165,False
2012,Norveç,Tooji,Stay,2.0,12.0,26.0,7.0,,,16.0,10.0,45.0,True,False,Azerbaycan,3448.3251205856645,False
2012,Bulgaristan,Sofi Marinova,Love Unlimited,2.0,,,,,,8.0,11.0,45.0,False,False,Azerbaycan,2214.6072686222114,False
2012,İsviçre,Sinplus,Unbreakable,1.0,,,,,,7.0,11.0,45.0,False,False,Azerbaycan,3443.8480661917433,False
2012,Hırvatistan,Nina Badrić,Nebo,2.0,,,,,,10.0,12.0,42.0,False,False,Azerbaycan,2793.6212845526074,False
2012,Finlandiya,Pernilla,När Jag Blundar,1.0,,,,,,9.0,12.0,41.0,False,False,Azerbaycan,2787.1274334417744,False
2012,Portekiz,Filipa Sousa,Vida Minha,2.0,,,,,,6.0,13.0,39.0,False,False,Azerbaycan,4964.408012684024,False
2012,Gürcistan,Anri Jokhadze,I'm A Joker,2.0,,,,,,12.0,14.0,36.0,False,False,Azerbaycan,450.0282629759085,False
2012,Hollanda,Joan Franka,You And Me,2.0,,,,,,3.0,15.0,35.0,False,False,Azerbaycan,3626.758762101374,False
2012,Belarus,Litesound,We Are The Heroes,2.0,,,,,,5.0,16.0,35.0,False,False,Azerbaycan,2239.401779461214,False
2012,İsrail,Izabo,Time,1.0,,,,,,10.0,13.0,33.0,False,False,Azerbaycan,1625.333316571073,False
2012,San Marino,Valentina Monetta,The Social Network Song (Oh Oh – Uh - Oh Oh),1.0,,,,,,11.0,14.0,31.0,False,False,Azerbaycan,3081.811414051303,False
2012,Slovenya,Eva Boto,Verjamem,2.0,,,,,,9.0,17.0,31.0,False,False,Azerbaycan,2907.260320039579,False
2012,Slovakya,Max Jason Mai,Don't Close Your Eyes,2.0,,,,,,15.0,18.0,22.0,False,False,Azerbaycan,2722.3324837817495,False
2012,Karadağ,Rambo Amadeus,Euro Neuro,1.0,,,,,,1.0,15.0,20.0,False,False,Azerbaycan,2548.2418855721144,False
2012,Letonya,Anmary,Beautiful Song,1.0,,,,,,4.0,16.0,17.0,False,False,Azerbaycan,2608.3841240953534,False
2012,Belçika,Iris,Would You?,1.0,,,,,,8.0,17.0,16.0,False,False,Azerbaycan,3659.200107364861,False
2012,Avusturya,Trackshittaz,Woki Mit Deim Popo,1.0,,,,,,16.0,18.0,8.0,False,False,Azerbaycan,2777.593842952727,False
2013,Danimarka,Emmelie de Forest,Only Teardrops,1.0,18.0,1.0,281.0,,,5.0,1.0,167.0,True,False,İsveç,521.8283543394244,True
2013,Azerbaycan,Farid Mammadov,Hold Me,2.0,20.0,2.0,234.0,,,4.0,1.0,139.0,True,False,İsveç,3048.73995485543,True
2013,Ukrayna,Zlata Ognevich,Gravity,1.0,22.0,3.0,214.0,,,7.0,3.0,140.0,True,False,İsveç,1264.2412140188364,True
2013,Norveç,Margaret Berger,I Feed You My Love,2.0,24.0,4.0,191.0,,,13.0,3.0,120.0,True,False,İsveç,416.43828023952125,True
2013,Rusya,Dina Garipova,What If,1.0,10.0,5.0,174.0,,,6.0,2.0,156.0,True,False,İsveç,1227.4426626648965,True
2013,Yunanistan,Koza Mostra feat. Agathon Iakovidis,Alcohol Is Free,2.0,21.0,6.0,152.0,,,9.0,2.0,121.0,True,False,İsveç,2408.081916448883,True
2013,İtalya,Marco Mengoni,L'Essenziale,,23.0,7.0,126.0,,,,,,True,False,İsveç,1975.8995950891472,True
2013,Malta,Gianluca,Tomorrow,2.0,9.0,8.0,120.0,,,6.0,4.0,118.0,True,False,İsveç,2618.043034827562,True
2013,Hollanda,Anouk,Birds,1.0,13.0,9.0,114.0,,,8.0,6.0,75.0,True,False,İsveç,1125.3782786757763,True
2013,Macaristan,ByeAlex,Kedvesem,2.0,17.0,10.0,84.0,,,12.0,8.0,66.0,True,False,İsveç,1316.9698090381148,True
2013,Moldova,Aliona Moon,O Mie,1.0,3.0,11.0,71.0,,,12.0,4.0,95.0,True,False,İsveç,1542.8159114753676,False
2013,Belçika,Roberto Bellarosa,Love Kills,1.0,6.0,12.0,71.0,,,15.0,5.0,75.0,True,False,İsveç,1280.2270909991032,False
2013,Romanya,Cezar,It's My Life,2.0,14.0,13.0,65.0,,,17.0,5.0,83.0,True,False,İsveç,1743.103020873214,False
2013,İsveç,Robin Stjernberg,You,,16.0,14.0,62.0,,,,,,True,True,İsveç,0.0,False
2013,Gürcistan,Nodi Tatishvili & Sophie Gelovani,Waterfall,2.0,25.0,15.0,50.0,,,15.0,10.0,63.0,True,False,İsveç,2685.3063849148457,False
2013,Belarus,Alyona Lanskaya,Solayoh,1.0,8.0,16.0,48.0,,,11.0,7.0,64.0,True,False,İsveç,836.5983503118094,False
2013,İzlanda,Eythor Ingi,Ég Á Líf,2.0,19.0,17.0,47.0,,,8.0,6.0,72.0,True,False,İsveç,2128.7431308926693,False
2013,Ermenistan,Dorians,Lonely Planet,2.0,12.0,18.0,41.0,,,11.0,7.0,69.0,True,False,İsveç,2815.9733200303817,False
2013,Birleşik Krallık,Bonnie Tyler,Believe In Me,,15.0,19.0,23.0,,,,,,True,False,İsveç,1432.7922380288833,False
2013,Estonya,Birgit,Et Uus Saaks Alguse,1.0,7.0,20.0,19.0,,,2.0,10.0,52.0,True,False,İsveç,378.312737300521,False
2013,Almanya,Cascada,Glorious,,11.0,21.0,18.0,,,,,,True,False,İsveç,810.7215835619496,False
2013,Litvanya,Andrius Pojavis,Something,1.0,2.0,22.0,17.0,,,10.0,9.0,53.0,True,False,İsveç,675.0800823196382,False
2013,Fransa,Amandine Bourgeois,L'enfer Et Moi,,1.0,23.0,14.0,,,,,,True,False,İsveç,1543.4414163235358,False
2013,Finlandiya,Krista Siegfrids,Marry Me,2.0,4.0,24.0,13.0,,,5.0,9.0,64.0,True,False,İsveç,395.8102514911714,False
2013,İspanya,ESDM,Contigo Hasta El Final (With You Until The End),,5.0,25.0,8.0,,,,,,True,False,İsveç,2592.6757186239106,False
2013,İrlanda,Ryan Dolan,Only Love Survives,1.0,26.0,26.0,5.0,,,13.0,8.0,54.0,True,False,İsveç,1628.3183001270695,False
2013,Sırbistan,Moje 3,Ljubav Je Svuda,1.0,,,,,,16.0,11.0,46.0,False,False,İsveç,1624.679853470299,False
2013,San Marino,Valentina Monetta,Crisalide (Vola),2.0,,,,,,2.0,11.0,47.0,False,False,İsveç,1753.1736349405503,False
2013,Bulgaristan,"Elitsa Todorova, Stoyan Yankulov",Samo Shampioni,2.0,,,,,,7.0,12.0,45.0,False,False,İsveç,1883.8644450028557,False
2013,Karadağ,Who See,Igranka,1.0,,,,,,9.0,12.0,41.0,False,False,İsveç,1879.8618538193334,False
2013,İsviçre,Takasa,You And Me,2.0,,,,,,16.0,13.0,41.0,False,False,İsveç,1543.8509635777887,False
2013,Hırvatistan,Klapa s mora,Mižerja,1.0,,,,,,4.0,13.0,38.0,False,False,İsveç,1509.7875637990867,False
2013,İsrail,Moran Mazor,Rak Bishvilo,2.0,,,,,,10.0,14.0,40.0,False,False,İsveç,3319.222919453242,False
2013,Arnavutluk,Adrian Lulgjuraj & Bledar Sejko,Identitet,2.0,,,,,,14.0,15.0,31.0,False,False,İsveç,2005.1886837592251,False
2013,Avusturya,Natália Kelly,Shine,1.0,,,,,,1.0,14.0,27.0,False,False,İsveç,1241.420198640462,False
2013,Kuzey Makedonya,Esma & Lozano,Pred Da Se Razdeni,2.0,,,,,,3.0,16.0,28.0,False,False,İsveç,1942.0031816295946,False
2013,Letonya,PeR,Here We Go,2.0,,,,,,1.0,17.0,13.0,False,False,İsveç,442.1216401017445,False
2013,Kıbrıs,Despina Olympiou,An Me Thimasai,1.0,,,,,,14.0,15.0,11.0,False,False,İsveç,2907.6990472188413,False
2013,Slovenya,Hannah,Straight Into Love,1.0,,,,,,3.0,16.0,8.0,False,False,İsveç,1494.3961707355534,False
2014,Avusturya,Conchita Wurst,Rise Like a Phoenix,2.0,11.0,1.0,290.0,,,6.0,1.0,169.0,True,False,Danimarka,870.170886635871,True
2014,Hollanda,The Common Linnets,Calm After The Storm,1.0,24.0,2.0,238.0,,,14.0,1.0,150.0,True,False,Danimarka,621.0904596243221,True
2014,İsveç,Sanna Nielsen,Undo,1.0,13.0,3.0,218.0,,,4.0,2.0,131.0,True,False,Danimarka,521.8283543394244,True
2014,Ermenistan,Aram MP3,Not Alone,1.0,7.0,4.0,174.0,,,1.0,4.0,121.0,True,False,Danimarka,2896.5929835971974,True
2014,Macaristan,András Kállay-Saunders,Running,1.0,21.0,5.0,143.0,,,16.0,3.0,127.0,True,False,Danimarka,1012.4316643768863,True
2014,Ukrayna,Mariya Yaremchuk,Tick - Tock,1.0,1.0,6.0,113.0,,,9.0,5.0,118.0,True,False,Danimarka,1327.7437096101787,True
2014,Rusya,Tolmachevy Sisters,Shine,1.0,15.0,7.0,89.0,,,7.0,6.0,63.0,True,False,Danimarka,1560.5111659685604,True
2014,Norveç,Carl Espen,Silent Storm,2.0,5.0,8.0,88.0,,,3.0,6.0,77.0,True,False,Danimarka,482.5145373969692,True
2014,Danimarka,Basim,Cliche Love Song,,23.0,9.0,74.0,,,,,,True,True,Danimarka,0.0,True
2014,İspanya,Ruth Lorenzo,Dancing in the rain,,19.0,10.0,74.0,,,,,,True,False,Danimarka,2072.5578522192986,True
2014,Finlandiya,Softengine,Something Better,2.0,18.0,11.0,72.0,,,8.0,3.0,97.0,True,False,Danimarka,882.5734406937115,False
2014,Romanya,Paula Seling & OVI,Miracle,2.0,6.0,12.0,72.0,,,15.0,2.0,125.0,True,False,Danimarka,1574.6470578648339,False
2014,İsviçre,Sebalter,Hunter Of Stars,2.0,20.0,13.0,64.0,,,12.0,4.0,92.0,True,False,Danimarka,1033.1996318526253,False
2014,Polonya,Donatan & Cleo,My Słowianie - We Are Slavic,2.0,9.0,14.0,62.0,,,5.0,8.0,70.0,True,False,Danimarka,671.6718011785741,False
2014,İzlanda,Pollapönk,No Prejudice,1.0,4.0,15.0,58.0,,,5.0,8.0,61.0,True,False,Danimarka,2100.4110785219154,False
2014,Belarus,Teo,Cheesecake,2.0,2.0,16.0,43.0,,,10.0,5.0,87.0,True,False,Danimarka,979.7750708803791,False
2014,Birleşik Krallık,Molly,Children of the Universe,,26.0,17.0,40.0,,,,,,True,False,Danimarka,955.7973969875035,False
2014,Almanya,Elaiza,Is It Right,,12.0,18.0,39.0,,,,,,True,False,Danimarka,355.51192912991974,False
2014,Karadağ,Sergej Ćetković,Moj Svijet,1.0,8.0,19.0,37.0,,,15.0,7.0,63.0,True,False,Danimarka,1549.0631167946915,False
2014,Yunanistan,Freaky Fortune feat. RiskyKidd,Rise Up,2.0,10.0,20.0,35.0,,,13.0,7.0,74.0,True,False,Danimarka,2137.237204258878,False
2014,İtalya,Emma,La Mia Città,,16.0,21.0,33.0,,,,,,True,False,Danimarka,1532.2744661224644,False
2014,Azerbaycan,Dilara Kazimova,Start A Fire,1.0,3.0,22.0,33.0,,,8.0,9.0,57.0,True,False,Danimarka,3194.6685134643703,False
2014,Malta,Firelight,Coming Home,2.0,22.0,23.0,32.0,,,1.0,9.0,63.0,True,False,Danimarka,2204.3586396987253,False
2014,San Marino,Valentina Monetta,Maybe (Forse),1.0,25.0,24.0,14.0,,,12.0,10.0,40.0,True,False,Danimarka,1305.4563190673005,False
2014,Slovenya,Tinkara Kovač,Round and Round,2.0,17.0,25.0,9.0,,,14.0,10.0,52.0,True,False,Danimarka,1078.2107187771142,False
2014,Fransa,TWIN TWIN,Moustache,,14.0,26.0,2.0,,,,,,True,False,Danimarka,1026.8707774503553,False
2014,Portekiz,Suzy,Quero Ser Tua,1.0,,,,,,13.0,11.0,39.0,False,False,Danimarka,2477.5522521352623,False
2014,Litvanya,Vilija Matačiūnaitė,Attention,2.0,,,,,,7.0,11.0,36.0,False,False,Danimarka,813.1829680331438,False
2014,İrlanda,Can-Linn feat. Kasey Smith,Heartbeat,2.0,,,,,,9.0,12.0,35.0,False,False,Danimarka,1238.614770014609,False
2014,Estonya,Tanja,Amazing,1.0,,,,,,3.0,12.0,36.0,False,False,Danimarka,836.4151854032597,False
2014,Kuzey Makedonya,Tijana,To the Sky,2.0,,,,,,11.0,13.0,33.0,False,False,Danimarka,1651.4946499573855,False
2014,Letonya,Aarzemnieki,Cake To Bake,1.0,,,,,,2.0,13.0,33.0,False,False,Danimarka,724.6378577885721,False
2014,Belçika,Axel Hirsoux,Mother,1.0,,,,,,10.0,14.0,28.0,False,False,Danimarka,765.4126439969357,False
2014,Arnavutluk,Hersi,One Night's Anger,1.0,,,,,,6.0,15.0,22.0,False,False,Danimarka,1680.4551471305308,False
2014,İsrail,Mei Finegold,Same Heart,2.0,,,,,,2.0,14.0,19.0,False,False,Danimarka,3189.4011457734427,False
2014,Gürcistan,The Shin and Mariko,Three Minutes To Earth,2.0,,,,,,4.0,15.0,15.0,False,False,Danimarka,2789.6394831150715,False
2014,Moldova,Cristina Scarlat,Wild Soul,1.0,,,,,,11.0,16.0,13.0,False,False,Danimarka,1479.99683781518,False
2015,İsveç,Måns Zelmerlöw,Heroes,2.0,10.0,1.0,365.0,,,13.0,1.0,217.0,True,False,Avusturya,1241.420198640462,True
2015,Rusya,Polina Gagarina,A Million Voices,1.0,25.0,2.0,303.0,,,12.0,1.0,182.0,True,False,Avusturya,1669.7220461815668,True
2015,İtalya,Il Volo,Grande Amore,,27.0,3.0,292.0,,,,,,True,False,Avusturya,764.4068691640175,True
2015,Belçika,Loïc Nottet,Rhythm Inside,1.0,13.0,4.0,217.0,,,3.0,2.0,149.0,True,False,Avusturya,914.572697742132,True
2015,Avustralya,Guy Sebastian,Tonight Again,,12.0,5.0,196.0,,,,,,True,False,Avusturya,15915.10923119682,True
2015,Letonya,Aminata Savadogo,Love Injected,2.0,19.0,6.0,186.0,,,10.0,2.0,155.0,True,False,Avusturya,1102.0296107786755,True
2015,Estonya,Elina Born & Stig Rästa,Goodbye to Yesterday,1.0,4.0,7.0,106.0,,,7.0,3.0,105.0,True,False,Avusturya,1361.9979291534205,True
2015,Norveç,Mørland & Debrah Scarlett,A Monster Like Me,2.0,9.0,8.0,102.0,,,6.0,4.0,123.0,True,False,Avusturya,1350.5063527057657,True
2015,İsrail,Nadav Guedj,Golden Boy,2.0,3.0,9.0,97.0,,,9.0,3.0,151.0,True,False,Avusturya,2418.9346542298367,True
2015,Sırbistan,Bojana Stamenov,Beauty Never Lies,1.0,8.0,10.0,53.0,,,9.0,9.0,63.0,True,False,Avusturya,491.9304003888359,True
2015,Gürcistan,Nina Sublatti,Warrior,1.0,23.0,11.0,51.0,,,16.0,4.0,98.0,True,False,Avusturya,2333.938310380431,False
2015,Azerbaycan,Elnur Hüseynov,Hour Of The Wolf,2.0,24.0,12.0,49.0,,,11.0,10.0,53.0,True,False,Avusturya,2777.593842952727,False
2015,Karadağ,Knez,Adio,2.0,16.0,13.0,44.0,,,4.0,9.0,57.0,True,False,Avusturya,680.0815332523619,False
2015,Slovenya,Maraaya,Here for You,2.0,1.0,14.0,39.0,,,16.0,5.0,92.0,True,False,Avusturya,277.3770148740031,False
2015,Romanya,Voltaj,De La Capăt / All Over Again,1.0,20.0,15.0,35.0,,,15.0,5.0,89.0,True,False,Avusturya,856.3991029569814,False
2015,Ermenistan,Genealogy,Face The Shadow,1.0,6.0,16.0,34.0,,,2.0,7.0,77.0,True,False,Avusturya,2397.714764333068,False
2015,Arnavutluk,Elhaida Dani,I'm Alive,1.0,26.0,17.0,34.0,,,14.0,10.0,62.0,True,False,Avusturya,811.829696350464,False
2015,Litvanya,Monika & Vaidas,This Time,2.0,7.0,18.0,30.0,,,1.0,7.0,67.0,True,False,Avusturya,947.4207633205976,False
2015,Yunanistan,Maria Elena Kyriakou,One Last Breath,1.0,15.0,19.0,23.0,,,6.0,6.0,81.0,True,False,Avusturya,1283.5193018884884,False
2015,Macaristan,Boggie,Wars For Nothing,1.0,22.0,20.0,19.0,,,10.0,8.0,67.0,True,False,Avusturya,214.27466682117057,False
2015,İspanya,Edurne,Amanecer,,21.0,21.0,15.0,,,,,,True,False,Avusturya,1808.8983281857752,False
2015,Kıbrıs,John Karayiannis,One Thing I Should Have Done,2.0,11.0,22.0,11.0,,,15.0,6.0,87.0,True,False,Avusturya,2014.2285611353925,False
2015,Polonya,Monika Kuszyńska,In The Name Of Love,2.0,18.0,23.0,10.0,,,17.0,8.0,57.0,True,False,Avusturya,555.4455617886708,False
2015,Birleşik Krallık,Electro Velvet,Still in Love with You,,5.0,24.0,5.0,,,,,,True,False,Avusturya,1235.2737426193505,False
2015,Fransa,Lisa Angell,N’oubliez pas,,2.0,25.0,4.0,,,,,,True,False,Avusturya,1033.3346223073381,False
2015,Avusturya,The Makemakes,I Am Yours,,14.0,26.0,0.0,,,,,,True,True,Avusturya,0.0,False
2015,Almanya,Ann Sophie,Black Smoke,,17.0,27.0,0.0,,,,,,True,False,Avusturya,523.3943469636869,False
2015,Moldova,Eduard Romanyuta,I Want Your Love,1.0,,,,,,1.0,11.0,41.0,False,False,Avusturya,944.6878603190003,False
2015,Malta,Amber,Warrior,2.0,,,,,,5.0,11.0,43.0,False,False,Avusturya,1377.2828665961958,False
2015,Belarus,Uzari & Maimuna,Time,1.0,,,,,,11.0,12.0,39.0,False,False,Avusturya,1004.5451124152484,False
2015,İrlanda,Molly Sterling,Playing With Numbers,2.0,,,,,,2.0,12.0,35.0,False,False,Avusturya,1681.9842398055919,False
2015,Danimarka,Anti Social Media,The Way You Are,1.0,,,,,,13.0,13.0,33.0,False,False,Avusturya,870.170886635871,False
2015,Hollanda,Trijntje Oosterhuis,Walk Along,1.0,,,,,,4.0,14.0,33.0,False,False,Avusturya,935.4649215673201,False
2015,Çek Cumhuriyeti,Marta Jandová & Václav Noid Bárta,Hope Never Dies,2.0,,,,,,8.0,13.0,33.0,False,False,Avusturya,250.86768721804205,False
2015,Kuzey Makedonya,Daniel Kajmakoski,Autumn Leaves,1.0,,,,,,8.0,15.0,28.0,False,False,Avusturya,797.1283288266336,False
2015,Portekiz,Leonor Andrade,Há um mar que nos Separa,2.0,,,,,,7.0,14.0,19.0,False,False,Avusturya,2297.747963554304,False
2015,İzlanda,María Ólafsdóttir,Unbroken,2.0,,,,,,12.0,15.0,14.0,False,False,Avusturya,2882.1000684058968,False
2015,Finlandiya,Pertti Kurikan Nimipäivät,Aina Mun Pitää,1.0,,,,,,5.0,16.0,13.0,False,False,Avusturya,1439.2547692465528,False
2015,San Marino,Michele Perniola & Anita Simoncini,Chain Of Lights,2.0,,,,,,3.0,16.0,11.0,False,False,Avusturya,562.7371492397574,False
2015,İsviçre,Mélanie René,Time To Shine,2.0,,,,,,14.0,17.0,4.0,False,False,Avusturya,683.1589421719332,False
2016,Ukrayna,Jamala,1944,2.0,21.0,1.0,534.0,323.0,211.0,14.0,2.0,287.0,True,False,İsveç,1264.2412140188364,True
2016,Avustralya,Dami Im,Sound of Silence,2.0,13.0,2.0,511.0,191.0,320.0,10.0,1.0,330.0,True,False,İsveç,15609.6280463729,True
2016,Rusya,Sergey Lazarev,You Are the Only One,1.0,18.0,3.0,491.0,361.0,130.0,9.0,1.0,342.0,True,False,İsveç,1227.4426626648965,True
2016,Bulgaristan,Poli Genova,If Love Was a Crime,2.0,8.0,4.0,307.0,180.0,127.0,12.0,5.0,220.0,True,False,İsveç,1883.8644450028557,True
2016,İsveç,Frans,If I Were Sorry,,9.0,5.0,261.0,139.0,122.0,,,,True,True,İsveç,0.0,True
2016,Fransa,Amir,J'ai Cherché,,11.0,6.0,257.0,109.0,148.0,,,,True,False,İsveç,1543.4414163235358,True
2016,Ermenistan,Iveta Mukuchyan,LoveWave,1.0,26.0,7.0,249.0,134.0,115.0,7.0,2.0,243.0,True,False,İsveç,2815.9733200303817,True
2016,Polonya,Michał Szpak,Color of Your Life,2.0,12.0,8.0,229.0,222.0,7.0,2.0,6.0,151.0,True,False,İsveç,810.4044711571205,True
2016,Litvanya,Donny Montell,I've Been Waiting for This Night,2.0,16.0,9.0,200.0,96.0,104.0,9.0,4.0,222.0,True,False,İsveç,675.0800823196382,True
2016,Belçika,Laura Tesoro,What's the Pressure,2.0,1.0,10.0,181.0,51.0,130.0,18.0,3.0,274.0,True,False,İsveç,1280.2270909991032,True
2016,Hollanda,Douwe Bob,Slow Down,1.0,3.0,11.0,153.0,39.0,114.0,6.0,5.0,197.0,True,False,İsveç,1125.3782786757763,False
2016,Malta,Ira Losco,Walk on Water,1.0,22.0,12.0,153.0,16.0,137.0,18.0,3.0,209.0,True,False,İsveç,2618.043034827562,False
2016,Avusturya,Zoë,Loin d'ici,1.0,24.0,13.0,151.0,120.0,31.0,12.0,7.0,170.0,True,False,İsveç,1241.420198640462,False
2016,İsrail,Hovi Star,Made of Stars,2.0,7.0,14.0,135.0,11.0,124.0,4.0,7.0,147.0,True,False,İsveç,3319.222919453242,False
2016,Letonya,Justs,Heartbeat,2.0,20.0,15.0,132.0,63.0,69.0,1.0,8.0,132.0,True,False,İsveç,442.1216401017445,False
2016,İtalya,Francesca Michielin,No Degree of Separation,,6.0,16.0,124.0,34.0,90.0,,,,True,False,İsveç,1975.8995950891472,False
2016,Azerbaycan,Samra,Miracle,1.0,4.0,17.0,117.0,73.0,44.0,14.0,6.0,185.0,True,False,İsveç,3048.73995485543,False
2016,Sırbistan,Sanja Vučić ZAA,Goodbye (Shelter),2.0,15.0,18.0,115.0,80.0,35.0,6.0,10.0,105.0,True,False,İsveç,1624.679853470299,False
2016,Macaristan,Freddie,Pioneer,1.0,5.0,19.0,108.0,56.0,52.0,4.0,4.0,197.0,True,False,İsveç,1316.9698090381148,False
2016,Gürcistan,Nika Kocharov & Young Georgian Lolitaz,Midnight Gold,2.0,23.0,20.0,104.0,24.0,80.0,16.0,9.0,123.0,True,False,İsveç,2685.3063849148457,False
2016,Kıbrıs,Minus One,Alter Ego,1.0,14.0,21.0,96.0,53.0,43.0,11.0,8.0,164.0,True,False,İsveç,2907.6990472188413,False
2016,İspanya,Barei,Say Yay!,,19.0,22.0,77.0,10.0,67.0,,,,True,False,İsveç,2592.6757186239106,False
2016,Hırvatistan,Nina Kraljić,Lighthouse,1.0,17.0,23.0,73.0,33.0,40.0,5.0,10.0,133.0,True,False,İsveç,1509.7875637990867,False
