yil,oy_veren_ulke,oy_alan_ulke,puan,tele_puan,juri_puan,uzaklik_km
2012,Slovakya,İzlanda,4,,,2921.2684964516407
2012,Slovakya,Malta,0,,,1378.7436019510428
2012,Slovakya,Fransa,0,,,1088.5513508955817
2012,Slovakya,Danimarka,0,,,892.848463230336
2012,Slovakya,Macaristan,8,,,161.19115976824125
2012,Slovakya,Birleşik Krallık,0,,,1288.2851709702963
2012,Slovakya,Norveç,0,,,1370.515867922432
2012,Slovenya,İsveç,10,,,1494.3961707355534
2012,Slovenya,Rusya,8,,,1931.5201410260927
2012,Slovenya,Sırbistan,12,,,484.46005303952586
2012,Slovenya,Azerbaycan,0,,,2907.260320039579
2012,Slovenya,Arnavutluk,3,,,677.0720267283742
2012,Slovenya,Estonya,0,,,1635.3353855427997
2012,Slovenya,Türkiye,0,,,1635.6347533001845
2012,Slovenya,Almanya,2,,,722.7920356780841
2012,Slovenya,İtalya,5,,,489.6866892624862
2012,Slovenya,İspanya,0,,,1598.17090026063
2012,Slovenya,Moldova,1,,,1101.1725476121198
2012,Slovenya,Romanya,0,,,924.4152294705327
2012,Slovenya,Kuzey Makedonya,6,,,714.3240671379654
2012,Slovenya,Litvanya,0,,,1223.615338850908
2012,Slovenya,Ukrayna,0,,,1278.6188302846176
2012,Slovenya,Kıbrıs,0,,,1990.8984526965678
2012,Slovenya,Yunanistan,0,,,1176.20431150057
2012,Slovenya,Bosna-Hersek,7,,,392.35291943554563
2012,Slovenya,İrlanda,0,,,1690.618046249919
2012,Slovenya,İzlanda,4,,,2990.757871009681
2012,Slovenya,Malta,0,,,1129.7404547087172
2012,Slovenya,Fransa,0,,,964.4691739469662
2012,Slovenya,Danimarka,0,,,1078.2107187771142
2012,Slovenya,Macaristan,0,,,380.2159300319306
2012,Slovenya,Birleşik Krallık,0,,,1228.7841327943693
2012,Slovenya,Norveç,0,,,1559.855123745589
2012,İspanya,İsveç,12,,,2592.6757186239106
2012,İspanya,Rusya,8,,,3439.8961950643234
2012,İspanya,Sırbistan,0,,,2027.1621912413682
2012,İspanya,Azerbaycan,0,,,4462.525273945542
2012,İspanya,Arnavutluk,0,,,1974.0629719358917
2012,İspanya,Estonya,6,,,2893.0412267369197
2012,İspanya,Türkiye,0,,,3084.232371862177
2012,İspanya,Almanya,3,,,1868.4052348207445
2012,İspanya,İtalya,1,,,1364.070826893501
2012,İspanya,Moldova,7,,,2695.8505633332434
2012,İspanya,Romanya,10,,,2472.049896009658
2012,İspanya,Kuzey Makedonya,0,,,2101.99289616384
2012,İspanya,Litvanya,0,,,2660.8077294520854
2012,İspanya,Ukrayna,2,,,2861.8350894479545
2012,İspanya,Kıbrıs,5,,,3283.5971246275903
2012,İspanya,Yunanistan,0,,,2369.5552597746237
2012,İspanya,Bosna-Hersek,0,,,1856.7601289345569
2012,İspanya,İrlanda,0,,,1450.607265140831
2012,İspanya,İzlanda,4,,,2886.348975178954
2012,İspanya,Malta,0,,,1665.9910929117702
2012,İspanya,Fransa,0,,,1052.6853743549439
2012,İspanya,Danimarka,0,,,2072.5578522192986
2012,İspanya,Macaristan,0,,,1973.727276711052
2012,İspanya,Birleşik Krallık,0,,,1263.2437828736622
2012,İspanya,Norveç,0,,,2387.078474686203
2012,İsveç,Rusya,7,,,1227.4426626648965
2012,İsveç,Sırbistan,10,,,1624.679853470299
2012,İsveç,Azerbaycan,0,,,3048.73995485543
2012,İsveç,Arnavutluk,1,,,2005.1886837592251
2012,İsveç,Estonya,8,,,378.312737300521
2012,İsveç,Türkiye,6,,,2393.3776060952114
2012,İsveç,Almanya,0,,,810.7215835619496
2012,İsveç,İtalya,0,,,1975.8995950891472
2012,İsveç,İspanya,4,,,2592.6757186239106
2012,İsveç,Moldova,0,,,1542.8159114753676
2012,İsveç,Romanya,0,,,1743.103020873214
2012,İsveç,Kuzey Makedonya,0,,,1942.0031816295946
2012,İsveç,Litvanya,0,,,675.0800823196382
2012,İsveç,Ukrayna,0,,,1264.2412140188364
2012,İsveç,Kıbrıs,12,,,2907.6990472188413
2012,İsveç,Yunanistan,0,,,2408.081916448883
2012,İsveç,Bosna-Hersek,0,,,1720.3401820411466
2012,İsveç,İrlanda,5,,,1628.3183001270695
2012,İsveç,İzlanda,0,,,2128.7431308926693
2012,İsveç,Malta,0,,,2618.043034827562
2012,İsveç,Fransa,2,,,1543.4414163235358
2012,İsveç,Danimarka,0,,,521.8283543394244
2012,İsveç,Macaristan,0,,,1316.9698090381148
2012,İsveç,Birleşik Krallık,0,,,1432.7922380288833
2012,İsveç,Norveç,3,,,416.43828023952125
2012,İsviçre,İsveç,7,,,1543.8509635777887
2012,İsviçre,Rusya,0,,,2288.340511176307
2012,İsviçre,Sırbistan,10,,,1033.442067420929
2012,İsviçre,Azerbaycan,0,,,3443.8480661917433
2012,İsviçre,Arnavutluk,12,,,1166.2158621141946
2012,İsviçre,Estonya,0,,,1793.6124348076996
2012,İsviçre,Türkiye,3,,,2183.0970160584056
2012,İsviçre,Almanya,4,,,752.0725719794682
2012,İsviçre,İtalya,5,,,689.7029418044301
2012,İsviçre,İspanya,8,,,1151.7848051755122
2012,İsviçre,Moldova,2,,,1619.1638467964563
2012,İsviçre,Romanya,0,,,1471.769031660659
2012,İsviçre,Kuzey Makedonya,0,,,1236.4400066837868
2012,İsviçre,Litvanya,0,,,1512.8685970817276
2012,İsviçre,Ukrayna,0,,,1729.6513391703322
2012,İsviçre,Kıbrıs,0,,,2519.0114726135844
2012,İsviçre,Yunanistan,0,,,1661.2808070470978
2012,İsviçre,Bosna-Hersek,1,,,921.037355269267
2012,İsviçre,İrlanda,0,,,1205.2978142839256
2012,İsviçre,İzlanda,0,,,2608.3969297388817
2012,İsviçre,Malta,0,,,1361.0380936630938
2012,İsviçre,Fransa,6,,,435.3291101111754
2012,İsviçre,Danimarka,0,,,1033.1996318526253
2012,İsviçre,Macaristan,0,,,876.5324596593344
2012,İsviçre,Birleşik Krallık,0,,,747.6542740825438
2012,İsviçre,Norveç,0,,,1457.1201279398003
2012,Türkiye,İsveç,6,,,2393.3776060952114
2012,Türkiye,Rusya,7,,,1793.5608149946738
2012,Türkiye,Sırbistan,0,,,1152.271506306506
2012,Türkiye,Azerbaycan,12,,,1444.056948888565
2012,Türkiye,Arnavutluk,5,,,1110.3050758398806
2012,Türkiye,Estonya,0,,,2242.61162106148
2012,Türkiye,Almanya,0,,,2037.416427842736
2012,Türkiye,İtalya,0,,,1720.649783329932
2012,Türkiye,İspanya,0,,,3084.232371862177
2012,Türkiye,Moldova,0,,,850.5660608858072
2012,Türkiye,Romanya,4,,,748.289037545759
2012,Türkiye,Kuzey Makedonya,8,,,985.9106794488746
2012,Türkiye,Litvanya,0,,,1735.449868343483
2012,Türkiye,Ukrayna,0,,,1183.8939822141133
2012,Türkiye,Kıbrıs,0,,,531.1171926480224
2012,Türkiye,Yunanistan,3,,,818.2752429464603
2012,Türkiye,Bosna-Hersek,10,,,1271.2769624425025
2012,Türkiye,İrlanda,0,,,3283.793789645542
2012,Türkiye,İzlanda,0,,,4398.748566839897
2012,Türkiye,Malta,2,,,1667.5279773170812
2012,Türkiye,Fransa,0,,,2597.600609318226
2012,Türkiye,Danimarka,0,,,2298.42167055678
2012,Türkiye,Macaristan,1,,,1390.1944430727679
2012,Türkiye,Birleşik Krallık,0,,,2833.846017094089
2012,Türkiye,Norveç,0,,,2699.91768230757
2012,Ukrayna,İsveç,6,,,1264.2412140188364
2012,Ukrayna,Rusya,10,,,755.5220154802621
2012,Ukrayna,Sırbistan,2,,,981.2297947993045
2012,Ukrayna,Azerbaycan,12,,,1868.5308160809811
2012,Ukrayna,Arnavutluk,0,,,1306.5590308676512
2012,Ukrayna,Estonya,1,,,1064.4372963542278
2012,Ukrayna,Türkiye,0,,,1183.8939822141133
2012,Ukrayna,Almanya,0,,,1204.5628895395816
2012,Ukrayna,İtalya,4,,,1674.9696225630005
2012,Ukrayna,İspanya,0,,,2861.8350894479545
2012,Ukrayna,Moldova,8,,,401.3921835953801
2012,Ukrayna,Romanya,0,,,747.0588197518642
2012,Ukrayna,Kuzey Makedonya,3,,,1170.3312129819356
2012,Ukrayna,Litvanya,0,,,589.3114538168633
2012,Ukrayna,Kıbrıs,0,,,1714.445474736346
2012,Ukrayna,Yunanistan,5,,,1486.9009788925177
2012,Ukrayna,Bosna-Hersek,0,,,1170.307512362434
2012,Ukrayna,İrlanda,0,,,2515.5241046880014
2012,Ukrayna,İzlanda,0,,,3367.291341560699
2012,Ukrayna,Malta,7,,,2065.137076356461
2012,Ukrayna,Fransa,0,,,2023.294180998129
2012,Ukrayna,Danimarka,0,,,1327.7437096101787
2012,Ukrayna,Macaristan,0,,,898.640531736284
2012,Ukrayna,Birleşik Krallık,0,,,2133.2297179698553
2012,Ukrayna,Norveç,0,,,1626.6102245622128
2012,Birleşik Krallık,İsveç,12,,,1432.7922380288833
2012,Birleşik Krallık,Rusya,3,,,2500.772606080655
2012,Birleşik Krallık,Sırbistan,0,,,1691.978781376608
2012,Birleşik Krallık,Azerbaycan,2,,,3970.442506482165
2012,Birleşik Krallık,Arnavutluk,0,,,1892.3399896509613
2012,Birleşik Krallık,Estonya,4,,,1783.5751267437356
2012,Birleşik Krallık,Türkiye,1,,,2833.846017094089
2012,Birleşik Krallık,Almanya,6,,,931.318778737352
2012,Birleşik Krallık,İtalya,0,,,1434.5186384893616
2012,Birleşik Krallık,İspanya,8,,,1263.2437828736622
2012,Birleşik Krallık,Moldova,0,,,2147.156159974108
2012,Birleşik Krallık,Romanya,0,,,2091.2540748895804
2012,Birleşik Krallık,Kuzey Makedonya,0,,,1942.834976570279
2012,Birleşik Krallık,Litvanya,7,,,1722.825914790663
2012,Birleşik Krallık,Ukrayna,0,,,2133.2297179698553
2012,Birleşik Krallık,Kıbrıs,0,,,3217.7334390505494
2012,Birleşik Krallık,Yunanistan,0,,,2392.3621771966787
2012,Birleşik Krallık,Bosna-Hersek,0,,,1620.89181530537
2012,Birleşik Krallık,İrlanda,10,,,463.0296351144619
2012,Birleşik Krallık,İzlanda,0,,,1883.5824211660379
2012,Birleşik Krallık,Malta,5,,,2088.525800487817
2012,Birleşik Krallık,Fransa,0,,,343.47406573887247
2012,Birleşik Krallık,Danimarka,0,,,955.7973969875035
2012,Birleşik Krallık,Macaristan,0,,,1449.326055077109
2012,Birleşik Krallık,Norveç,0,,,1153.1785636744903
2013,Arnavutluk,Danimarka,1,,,1680.4551471305308
2013,Arnavutluk,Azerbaycan,7,,,2516.173471028788
2013,Arnavutluk,Ukrayna,0,,,1306.5590308676512
2013,Arnavutluk,Norveç,2,,,2158.1460597025157
2013,Arnavutluk,Rusya,0,,,2058.2797553398186
2013,Arnavutluk,Yunanistan,10,,,500.6877638248327
2013,Arnavutluk,İtalya,12,,,611.6281340742795
2013,Arnavutluk,Malta,0,,,759.5255515633854
2013,Arnavutluk,Hollanda,4,,,1665.194043993947
2013,Arnavutluk,Macaristan,8,,,688.8536414453318
2013,Arnavutluk,Moldova,0,,,957.3909515978808
2013,Arnavutluk,Belçika,0,,,1589.1619161594388
2013,Arnavutluk,Romanya,5,,,616.693653695097
2013,Arnavutluk,İsveç,0,,,2005.1886837592251
2013,Arnavutluk,Gürcistan,0,,,2071.8412621770526
2013,Arnavutluk,Belarus,0,,,1511.4767466934336
2013,Arnavutluk,İzlanda,0,,,3664.668826624103
2013,Arnavutluk,Ermenistan,0,,,2076.5681472311094
2013,Arnavutluk,Birleşik Krallık,0,,,1892.3399896509613
2013,Arnavutluk,Estonya,0,,,2042.4919980407683
2013,Arnavutluk,Almanya,3,,,1335.0725925945537
2013,Arnavutluk,Litvanya,0,,,1538.9201802655111
2013,Arnavutluk,Fransa,0,,,1601.0603970575762
2013,Arnavutluk,Finlandiya,0,,,2124.120057622549
2013,Arnavutluk,İspanya,6,,,1974.0629719358917
2013,Arnavutluk,İrlanda,0,,,2355.3649145860336
2013,Ermenistan,Danimarka,4,,,2896.5929835971974
2013,Ermenistan,Azerbaycan,0,,,455.2362574840481
2013,Ermenistan,Ukrayna,12,,,1576.2951279365948
2013,Ermenistan,Norveç,3,,,3197.1915203593408
2013,Ermenistan,Rusya,7,,,1803.5428638690867
2013,Ermenistan,Yunanistan,8,,,1806.0448925218413
2013,Ermenistan,İtalya,1,,,2675.860126726462
2013,Ermenistan,Malta,6,,,2656.900117880136
2013,Ermenistan,Hollanda,0,,,3280.3279222846886
2013,Ermenistan,Macaristan,0,,,2186.498080938595
2013,Ermenistan,Moldova,0,,,1467.4645085871966
2013,Ermenistan,Belçika,0,,,3297.874734633512
2013,Ermenistan,Romanya,0,,,1582.0319669515466
2013,Ermenistan,İsveç,0,,,2815.9733200303817
2013,Ermenistan,Gürcistan,10,,,172.8469434374555
2013,Ermenistan,Belarus,5,,,1983.3338812894779
2013,Ermenistan,İzlanda,0,,,4937.990077417349
2013,Ermenistan,Birleşik Krallık,0,,,3614.394856438651
2013,Ermenistan,Estonya,0,,,2546.8153382676346
2013,Ermenistan,Almanya,0,,,2723.158593390535
2013,Ermenistan,Litvanya,0,,,2152.5440833040375
2013,Ermenistan,Fransa,2,,,3430.5520119119806
2013,Ermenistan,Finlandiya,0,,,2601.2624555965954
2013,Ermenistan,İspanya,0,,,4036.1282657231845
2013,Ermenistan,İrlanda,0,,,4034.9009778780246
2013,Avusturya,Danimarka,5,,,870.170886635871
2013,Avusturya,Azerbaycan,12,,,2777.593842952727
2013,Avusturya,Ukrayna,1,,,1053.428853303382
2013,Avusturya,Norveç,0,,,1350.5063527057657
2013,Avusturya,Rusya,0,,,1669.7220461815668
2013,Avusturya,Yunanistan,7,,,1283.5193018884884
2013,Avusturya,İtalya,10,,,764.4068691640175
2013,Avusturya,Malta,0,,,1377.2828665961958
2013,Avusturya,Hollanda,8,,,935.4649215673201
2013,Avusturya,Macaristan,0,,,214.27466682117057
2013,Avusturya,Moldova,2,,,944.6878603190003
2013,Avusturya,Belçika,3,,,914.572697742132
2013,Avusturya,Romanya,4,,,856.3991029569814
2013,Avusturya,İsveç,0,,,1241.420198640462
2013,Avusturya,Gürcistan,0,,,2333.938310380431
2013,Avusturya,Belarus,0,,,1004.5451124152484
2013,Avusturya,İzlanda,0,,,2882.1000684058968
2013,Avusturya,Ermenistan,0,,,2397.714764333068
2013,Avusturya,Birleşik Krallık,0,,,1235.2737426193505
2013,Avusturya,Estonya,0,,,1361.9979291534205
2013,Avusturya,Almanya,6,,,523.3943469636869
2013,Avusturya,Litvanya,0,,,947.4207633205976
2013,Avusturya,Fransa,0,,,1033.3346223073381
2013,Avusturya,Finlandiya,0,,,1439.2547692465528
2013,Avusturya,İspanya,0,,,1808.8983281857752
2013,Avusturya,İrlanda,0,,,1681.9842398055919
2013,Azerbaycan,Danimarka,5,,,3194.6685134643703
2013,Azerbaycan,Ukrayna,12,,,1868.5308160809811
2013,Azerbaycan,Norveç,2,,,3448.3251205856645
2013,Azerbaycan,Rusya,0,,,1926.7779214132897
2013,Azerbaycan,Yunanistan,4,,,2260.448577578139
2013,Azerbaycan,İtalya,0,,,3108.276754572131
2013,Azerbaycan,Malta,8,,,3111.031460375241
2013,Azerbaycan,Hollanda,0,,,3626.758762101374
2013,Azerbaycan,Macaristan,0,,,2571.1772673169094
2013,Azerbaycan,Moldova,1,,,1833.9099818400746
2013,Azerbaycan,Belçika,0,,,3659.200107364861
2013,Azerbaycan,Romanya,6,,,1994.1095214663058
2013,Azerbaycan,İsveç,0,,,3048.73995485543
2013,Azerbaycan,Gürcistan,10,,,450.0282629759085
2013,Azerbaycan,Belarus,7,,,2239.401779461214
2013,Azerbaycan,İzlanda,0,,,5176.637214981906
2013,Azerbaycan,Ermenistan,0,,,455.2362574840481
2013,Azerbaycan,Birleşik Krallık,0,,,3970.442506482165
2013,Azerbaycan,Estonya,0,,,2743.090994192383
2013,Azerbaycan,Almanya,0,,,3057.806443954444
2013,Azerbaycan,Litvanya,3,,,2411.9690068085956
2013,Azerbaycan,Fransa,0,,,3809.38691843182
2013,Azerbaycan,Finlandiya,0,,,2787.1274334417744
2013,Azerbaycan,İspanya,0,,,4462.525273945542
2013,Azerbaycan,İrlanda,0,,,4374.4214846064815
2013,Belarus,Danimarka,1,,,979.7750708803791
2013,Belarus,Azerbaycan,10,,,2239.401779461214
2013,Belarus,Ukrayna,12,,,433.0746721692361
2013,Belarus,Norveç,3,,,1215.14358780861
2013,Belarus,Rusya,8,,,675.12440783981
2013,Belarus,Yunanistan,6,,,1794.2813023576323
2013,Belarus,İtalya,0,,,1736.9382154737323
2013,Belarus,Malta,7,,,2242.1059443102577
2013,Belarus,Hollanda,0,,,1515.2554940701364
2013,Belarus,Macaristan,0,,,929.9975518073719
2013,Belarus,Moldova,4,,,771.5218047200575
2013,Belarus,Belçika,0,,,1604.5789151578042
2013,Belarus,Romanya,0,,,1058.364387080926
2013,Belarus,İsveç,0,,,836.5983503118094
2013,Belarus,Gürcistan,0,,,1857.974427938751
2013,Belarus,İzlanda,0,,,2954.9087882645854
2013,Belarus,Ermenistan,2,,,1983.3338812894779
2013,Belarus,Birleşik Krallık,0,,,1872.827015980384
2013,Belarus,Estonya,0,,,639.5138115439785
2013,Belarus,Almanya,0,,,954.3477727181366
2013,Belarus,Litvanya,5,,,172.61761800314667
2013,Belarus,Fransa,0,,,1826.5318020668296
2013,Belarus,Finlandiya,0,,,714.9749493680802
2013,Belarus,İspanya,0,,,2765.0437387291367
2013,Belarus,İrlanda,0,,,2210.5410366573665
2013,Belçika,Danimarka,10,,,765.4126439969357
2013,Belçika,Azerbaycan,5,,,3659.200107364861
2013,Belçika,Ukrayna,8,,,1835.9467087747928
2013,Belçika,Norveç,7,,,1084.3291672127093
2013,Belçika,Rusya,4,,,2253.2843962202346
2013,Belçika,Yunanistan,2,,,2089.847533290674
2013,Belçika,İtalya,6,,,1173.7012237545357
2013,Belçika,Malta,0,,,1850.0874076822597
2013,Belçika,Hollanda,12,,,173.22943527194417
2013,Belçika,Macaristan,0,,,1128.6702945587201
2013,Belçika,Moldova,3,,,1831.5215941976578
2013,Belçika,Romanya,0,,,1770.5274099467795
2013,Belçika,İsveç,1,,,1280.2270909991032
2013,Belçika,Gürcistan,0,,,3223.0249877325878
2013,Belçika,Belarus,0,,,1604.5789151578042
2013,Belçika,İzlanda,0,,,2122.4455357004895
2013,Belçika,Ermenistan,0,,,3297.874734633512
2013,Belçika,Birleşik Krallık,0,,,320.7313563405555
2013,Belçika,Estonya,0,,,1599.5026288418783
2013,Belçika,Almanya,0,,,650.4418546880279
2013,Belçika,Litvanya,0,,,1465.047137267294
2013,Belçika,Fransa,0,,,263.6470502922094
2013,Belçika,Finlandiya,0,,,1647.816954723723
2013,Belçika,İspanya,0,,,1316.0461199456327
2013,Belçika,İrlanda,0,,,775.2843833927938
2013,Bulgaristan,Danimarka,2,,,1636.848496869285
2013,Bulgaristan,Azerbaycan,12,,,2214.6072686222114
2013,Bulgaristan,Ukrayna,10,,,1021.4123334498188
2013,Bulgaristan,Norveç,1,,,2095.4825247189597
2013,Bulgaristan,Rusya,5,,,1776.8944531663328
2013,Bulgaristan,Yunanistan,7,,,525.9871089982005
2013,Bulgaristan,İtalya,0,,,893.6848130053831
2013,Bulgaristan,Malta,0,,,1069.5403633685264
2013,Bulgaristan,Hollanda,0,,,1743.1561771692345
2013,Bulgaristan,Macaristan,6,,,630.4235025689861
2013,Bulgaristan,Moldova,3,,,648.0357076239849
2013,Bulgaristan,Belçika,0,,,1697.8243801453916
2013,Bulgaristan,Romanya,0,,,295.22320897278667
2013,Bulgaristan,İsveç,4,,,1883.8644450028557
2013,Bulgaristan,Gürcistan,0,,,1766.870072758609
2013,Bulgaristan,Belarus,0,,,1283.8523336980338
2013,Bulgaristan,İzlanda,0,,,3696.035220598306
2013,Bulgaristan,Ermenistan,8,,,1783.5712538757398
2013,Bulgaristan,Birleşik Krallık,0,,,2014.500572920657
2013,Bulgaristan,Estonya,0,,,1863.9754274413972
2013,Bulgaristan,Almanya,0,,,1318.4623385080392
2013,Bulgaristan,Litvanya,0,,,1340.8274015552133
2013,Bulgaristan,Fransa,0,,,1757.2343667899052
2013,Bulgaristan,Finlandiya,0,,,1945.673825083821
2013,Bulgaristan,İspanya,0,,,2252.681176579059
2013,Bulgaristan,İrlanda,0,,,2473.104150755307
2013,Hırvatistan,Danimarka,10,,,1123.0611498651906
2013,Hırvatistan,Azerbaycan,7,,,2793.6212845526074
2013,Hırvatistan,Ukrayna,12,,,1193.3910382881868
2013,Hırvatistan,Norveç,3,,,1605.4552770811124
2013,Hırvatistan,Rusya,6,,,1867.6307956523037
2013,Hırvatistan,Yunanistan,5,,,1080.303368676508
2013,Hırvatistan,İtalya,8,,,516.4894356612191
2013,Hırvatistan,Malta,0,,,1108.7995888734406
2013,Hırvatistan,Hollanda,2,,,1085.514351465549
2013,Hırvatistan,Macaristan,4,,,299.7240504873931
2013,Hırvatistan,Moldova,0,,,995.2996600218993
2013,Hırvatistan,Belçika,0,,,1024.4879215211834
2013,Hırvatistan,Romanya,0,,,808.1397053303891
2013,Hırvatistan,İsveç,1,,,1509.7875637990867
2013,Hırvatistan,Gürcistan,0,,,2344.416965366241
2013,Hırvatistan,Belarus,0,,,1221.5689557136782
2013,Hırvatistan,İzlanda,0,,,3078.7293601735764
2013,Hırvatistan,Ermenistan,0,,,2389.141096721334
2013,Hırvatistan,Birleşik Krallık,0,,,1338.2531246558517
2013,Hırvatistan,Estonya,0,,,1623.8245652590779
2013,Hırvatistan,Almanya,0,,,769.204688667908
2013,Hırvatistan,Litvanya,0,,,1186.1661651246454
2013,Hırvatistan,Fransa,0,,,1079.90315961657
2013,Hırvatistan,Finlandiya,0,,,1702.0519519144254
2013,Hırvatistan,İspanya,0,,,1700.7066842176196
2013,Hırvatistan,İrlanda,0,,,1798.9324640292389
2013,Kıbrıs,Danimarka,7,,,2775.4415560856755
2013,Kıbrıs,Azerbaycan,8,,,1560.3409032082222
2013,Kıbrıs,Ukrayna,10,,,1714.445474736346
2013,Kıbrıs,Norveç,4,,,3196.9752868670234
2013,Kıbrıs,Rusya,5,,,2311.318723139905
2013,Kıbrıs,Yunanistan,12,,,914.3940326266465
2013,Kıbrıs,İtalya,6,,,1956.2330008167867
2013,Kıbrıs,Malta,3,,,1704.9502917456584
2013,Kıbrıs,Hollanda,0,,,2946.2691887785836
2013,Kıbrıs,Macaristan,0,,,1813.1667985524489
2013,Kıbrıs,Moldova,0,,,1368.8767798333752
2013,Kıbrıs,Belçika,0,,,2902.0938188929854
2013,Kıbrıs,Romanya,0,,,1200.867153496067
2013,Kıbrıs,İsveç,0,,,2907.6990472188413
2013,Kıbrıs,Gürcistan,0,,,1231.6362571600764
2013,Kıbrıs,Belarus,0,,,2130.894773977019
2013,Kıbrıs,İzlanda,0,,,4868.650093735903
2013,Kıbrıs,Ermenistan,0,,,1127.1475448159044
2013,Kıbrıs,Birleşik Krallık,0,,,3217.7334390505494
2013,Kıbrıs,Estonya,0,,,2770.407908086719
2013,Kıbrıs,Almanya,0,,,2489.4880241818814
2013,Kıbrıs,Litvanya,0,,,2258.2571652537863
2013,Kıbrıs,Fransa,1,,,2949.6278749525313
2013,Kıbrıs,Finlandiya,0,,,2845.2273083962336
2013,Kıbrıs,İspanya,0,,,3283.5971246275903
2013,Kıbrıs,İrlanda,2,,,3677.3471456235984
2013,Danimarka,Azerbaycan,0,,,3194.6685134643703
2013,Danimarka,Ukrayna,3,,,1327.7437096101787
2013,Danimarka,Norveç,12,,,482.5145373969692
2013,Danimarka,Rusya,7,,,1560.5111659685604
2013,Danimarka,Yunanistan,6,,,2137.237204258878
2013,Danimarka,İtalya,0,,,1532.2744661224644
2013,Danimarka,Malta,4,,,2204.3586396987253
2013,Danimarka,Hollanda,10,,,621.0904596243221
2013,Danimarka,Macaristan,0,,,1012.4316643768863
2013,Danimarka,Moldova,0,,,1479.99683781518
2013,Danimarka,Belçika,5,,,765.4126439969357
2013,Danimarka,Romanya,0,,,1574.6470578648339
2013,Danimarka,İsveç,8,,,521.8283543394244
2013,Danimarka,Gürcistan,0,,,2789.6394831150715
2013,Danimarka,Belarus,0,,,979.7750708803791
2013,Danimarka,İzlanda,1,,,2100.4110785219154
2013,Danimarka,Ermenistan,0,,,2896.5929835971974
2013,Danimarka,Birleşik Krallık,0,,,955.7973969875035
2013,Danimarka,Estonya,0,,,836.4151854032597
2013,Danimarka,Almanya,0,,,355.51192912991974
2013,Danimarka,Litvanya,0,,,813.1829680331438
2013,Danimarka,Fransa,0,,,1026.8707774503553
2013,Danimarka,Finlandiya,2,,,882.5734406937115
2013,Danimarka,İspanya,0,,,2072.5578522192986
2013,Danimarka,İrlanda,0,,,1238.614770014609
2013,Estonya,Danimarka,8,,,836.4151854032597
2013,Estonya,Azerbaycan,0,,,2743.090994192383
2013,Estonya,Ukrayna,10,,,1064.4372963542278
2013,Estonya,Norveç,3,,,786.2581803315136
2013,Estonya,Rusya,12,,,867.7764592691553
2013,Estonya,Yunanistan,0,,,2387.348758827558
2013,Estonya,İtalya,0,,,2124.9665143136876
2013,Estonya,Malta,5,,,2720.2782031884344
2013,Estonya,Hollanda,7,,,1457.3253015323758
2013,Estonya,Macaristan,4,,,1379.168551234182
2013,Estonya,Moldova,0,,,1408.2993508254074
2013,Estonya,Belçika,2,,,1599.5026288418783
2013,Estonya,Romanya,0,,,1671.5132074172675
2013,Estonya,İsveç,1,,,378.312737300521
2013,Estonya,Gürcistan,0,,,2405.2472349922814
2013,Estonya,Belarus,0,,,639.5138115439785
2013,Estonya,İzlanda,6,,,2444.0231164168445
2013,Estonya,Ermenistan,0,,,2546.8153382676346
2013,Estonya,Birleşik Krallık,0,,,1783.5751267437356
2013,Estonya,Almanya,0,,,1041.6074389257474
2013,Estonya,Litvanya,0,,,529.1423513167178
2013,Estonya,Fransa,0,,,1858.3429259391144
2013,Estonya,Finlandiya,0,,,81.8647216435604
2013,Estonya,İspanya,0,,,2893.0412267369197
2013,Estonya,İrlanda,0,,,2003.0992635631399
2013,Finlandiya,Danimarka,7,,,882.5734406937115
2013,Finlandiya,Azerbaycan,0,,,2787.1274334417744
2013,Finlandiya,Ukrayna,0,,,1136.0542097995615
2013,Finlandiya,Norveç,12,,,786.9852566850991
2013,Finlandiya,Rusya,2,,,892.7544057894416
2013,Finlandiya,Yunanistan,1,,,2468.8898438996557
2013,Finlandiya,İtalya,0,,,2201.3492044088725
2013,Finlandiya,Malta,0,,,2800.110075921766
2013,Finlandiya,Hollanda,8,,,1501.4209658512439
2013,Finlandiya,Macaristan,10,,,1459.6470967157811
2013,Finlandiya,Moldova,0,,,1485.3676439579083
2013,Finlandiya,Belçika,3,,,1647.816954723723
2013,Finlandiya,Romanya,0,,,1751.9170367077397
2013,Finlandiya,İsveç,4,,,395.8102514911714
2013,Finlandiya,Gürcistan,0,,,2457.2099337763466
2013,Finlandiya,Belarus,0,,,714.9749493680802
2013,Finlandiya,İzlanda,5,,,2410.8020428010536
2013,Finlandiya,Ermenistan,0,,,2601.2624555965954
2013,Finlandiya,Birleşik Krallık,0,,,1820.9053714052204
2013,Finlandiya,Estonya,6,,,81.8647216435604
2013,Finlandiya,Almanya,0,,,1105.567170582099
2013,Finlandiya,Litvanya,0,,,609.6858207748684
2013,Finlandiya,Fransa,0,,,1908.3705635592291
2013,Finlandiya,İspanya,0,,,2947.9874796821273
2013,Finlandiya,İrlanda,0,,,2023.6305831358839
2013,Fransa,Danimarka,12,,,1026.8707774503553
2013,Fransa,Azerbaycan,8,,,3809.38691843182
2013,Fransa,Ukrayna,0,,,2023.294180998129
2013,Fransa,Norveç,0,,,1341.239838205445
2013,Fransa,Rusya,6,,,2486.323582474517
2013,Fransa,Yunanistan,0,,,2096.609748642384
