tarih,sicaklik_max,sicaklik_min,sicaklik_ort,yagis,ruzgar_max,yil,ay,gun,hafta_gunu,mevsim,il
2022-01-21,9.6,1.5,5.9,30.5,29.5,2022,1,21,Friday,Kış,İstanbul
2022-01-22,2.5,-2.0,0.8,3.8,15.1,2022,1,22,Saturday,Kış,İstanbul
2022-01-23,2.5,-1.7,-0.3,3.0,30.7,2022,1,23,Sunday,Kış,İstanbul
2022-01-24,3.2,-1.8,0.1,4.6,33.4,2022,1,24,Monday,Kış,İstanbul
2022-01-25,1.3,-1.9,-0.2,3.7,31.2,2022,1,25,Tuesday,Kış,İstanbul
2022-01-26,2.2,-1.8,0.1,0.2,18.1,2022,1,26,Wednesday,Kış,İstanbul
2022-01-27,4.7,-0.8,1.6,0.7,11.1,2022,1,27,Thursday,Kış,İstanbul
2022-01-28,6.5,-1.0,4.0,0.1,25.9,2022,1,28,Friday,Kış,İstanbul
2022-01-29,7.2,1.9,5.0,0.2,17.7,2022,1,29,Saturday,Kış,İstanbul
2022-01-30,6.5,-1.6,2.9,0.0,17.5,2022,1,30,Sunday,Kış,İstanbul
2022-01-31,7.7,-0.4,4.0,0.2,17.6,2022,1,31,Monday,Kış,İstanbul
2022-02-01,9.2,2.7,6.2,2.0,20.9,2022,2,1,Tuesday,Kış,İstanbul
2022-02-02,10.8,4.8,7.0,16.4,22.0,2022,2,2,Wednesday,Kış,İstanbul
2022-02-03,5.7,2.2,4.0,19.3,28.6,2022,2,3,Thursday,Kış,İstanbul
2022-02-04,5.7,-0.4,3.5,0.0,20.4,2022,2,4,Friday,Kış,İstanbul
2022-02-05,6.9,-0.6,3.8,0.0,20.2,2022,2,5,Saturday,Kış,İstanbul
2022-02-06,10.6,2.5,6.0,0.0,12.7,2022,2,6,Sunday,Kış,İstanbul
2022-02-07,12.5,3.0,8.6,7.2,34.3,2022,2,7,Monday,Kış,İstanbul
2022-02-08,10.2,4.2,6.3,54.9,40.5,2022,2,8,Tuesday,Kış,İstanbul
2022-02-09,6.3,2.6,4.7,4.6,34.5,2022,2,9,Wednesday,Kış,İstanbul
2022-02-10,8.9,1.2,4.6,0.0,18.2,2022,2,10,Thursday,Kış,İstanbul
2022-02-11,9.1,0.0,4.5,0.0,12.2,2022,2,11,Friday,Kış,İstanbul
2022-02-12,12.1,2.1,6.8,0.0,24.6,2022,2,12,Saturday,Kış,İstanbul
2022-02-13,8.2,5.8,6.6,0.0,29.6,2022,2,13,Sunday,Kış,İstanbul
2022-02-14,7.1,3.3,5.6,0.0,17.1,2022,2,14,Monday,Kış,İstanbul
2022-02-15,8.4,0.0,4.3,0.0,11.2,2022,2,15,Tuesday,Kış,İstanbul
2022-02-16,12.2,1.4,6.5,0.0,11.0,2022,2,16,Wednesday,Kış,İstanbul
2022-02-17,13.0,4.3,8.4,0.0,16.5,2022,2,17,Thursday,Kış,İstanbul
2022-02-18,10.4,3.8,8.3,4.9,24.0,2022,2,18,Friday,Kış,İstanbul
2022-02-19,10.2,0.8,5.7,0.0,10.9,2022,2,19,Saturday,Kış,İstanbul
2022-02-20,11.8,3.8,8.2,0.0,10.8,2022,2,20,Sunday,Kış,İstanbul
2022-02-21,14.6,5.4,10.3,0.0,11.2,2022,2,21,Monday,Kış,İstanbul
2022-02-22,16.8,7.8,11.9,0.7,16.2,2022,2,22,Tuesday,Kış,İstanbul
2022-02-23,10.2,7.5,9.0,13.2,24.3,2022,2,23,Wednesday,Kış,İstanbul
2022-02-24,7.3,5.1,6.1,14.6,32.6,2022,2,24,Thursday,Kış,İstanbul
2022-02-25,7.2,5.7,6.5,5.8,35.5,2022,2,25,Friday,Kış,İstanbul
2022-02-26,11.2,3.8,7.2,0.0,18.8,2022,2,26,Saturday,Kış,İstanbul
2022-02-27,10.0,5.8,7.3,2.4,28.6,2022,2,27,Sunday,Kış,İstanbul
2022-02-28,7.2,3.6,5.7,2.4,26.6,2022,2,28,Monday,Kış,İstanbul
2022-03-01,4.4,1.1,3.2,0.9,20.9,2022,3,1,Tuesday,İlkbahar,İstanbul
2022-03-02,5.2,0.4,3.1,0.2,20.5,2022,3,2,Wednesday,İlkbahar,İstanbul
2022-03-03,6.0,2.5,3.8,1.4,22.5,2022,3,3,Thursday,İlkbahar,İstanbul
2022-03-04,8.4,2.3,5.8,0.8,15.5,2022,3,4,Friday,İlkbahar,İstanbul
2022-03-05,9.6,1.1,5.8,0.3,22.1,2022,3,5,Saturday,İlkbahar,İstanbul
2022-03-06,9.1,5.6,6.6,1.0,33.0,2022,3,6,Sunday,İlkbahar,İstanbul
2022-03-07,6.7,4.8,5.8,3.5,19.8,2022,3,7,Monday,İlkbahar,İstanbul
2022-03-08,5.9,3.2,4.4,3.6,24.8,2022,3,8,Tuesday,İlkbahar,İstanbul
2022-03-09,5.1,1.7,3.3,0.8,26.3,2022,3,9,Wednesday,İlkbahar,İstanbul
2022-03-10,3.7,-0.4,1.5,1.7,35.1,2022,3,10,Thursday,İlkbahar,İstanbul
2022-03-11,1.2,-1.9,-0.3,3.2,35.4,2022,3,11,Friday,İlkbahar,İstanbul
2022-03-12,0.6,-3.5,-1.5,5.5,26.1,2022,3,12,Saturday,İlkbahar,İstanbul
2022-03-13,2.5,-3.7,0.5,1.3,18.7,2022,3,13,Sunday,İlkbahar,İstanbul
2022-03-14,5.2,-6.6,-0.9,0.2,15.8,2022,3,14,Monday,İlkbahar,İstanbul
2022-03-15,7.3,0.1,3.4,0.0,15.0,2022,3,15,Tuesday,İlkbahar,İstanbul
2022-03-16,9.1,1.0,4.8,0.0,13.1,2022,3,16,Wednesday,İlkbahar,İstanbul
2022-03-17,7.9,1.6,5.0,2.9,33.7,2022,3,17,Thursday,İlkbahar,İstanbul
2022-03-18,3.8,-0.5,1.5,2.2,35.4,2022,3,18,Friday,İlkbahar,İstanbul
2022-03-19,3.8,-0.9,1.3,3.6,28.2,2022,3,19,Saturday,İlkbahar,İstanbul
2022-03-20,6.2,0.7,3.4,0.3,31.9,2022,3,20,Sunday,İlkbahar,İstanbul
2022-03-21,6.8,2.3,4.2,0.1,30.3,2022,3,21,Monday,İlkbahar,İstanbul
2022-03-22,7.7,1.3,4.4,0.4,20.2,2022,3,22,Tuesday,İlkbahar,İstanbul
2022-03-23,8.1,3.0,5.3,0.9,29.0,2022,3,23,Wednesday,İlkbahar,İstanbul
2022-03-24,10.9,2.0,5.9,0.0,16.4,2022,3,24,Thursday,İlkbahar,İstanbul
2022-03-25,11.9,3.8,7.5,0.1,17.0,2022,3,25,Friday,İlkbahar,İstanbul
2022-03-26,10.0,2.8,6.1,3.2,15.8,2022,3,26,Saturday,İlkbahar,İstanbul
2022-03-27,13.6,2.0,8.0,0.0,21.7,2022,3,27,Sunday,İlkbahar,İstanbul
2022-03-28,16.5,5.4,10.8,0.0,10.4,2022,3,28,Monday,İlkbahar,İstanbul
2022-03-29,17.4,6.3,11.5,0.0,18.8,2022,3,29,Tuesday,İlkbahar,İstanbul
2022-03-30,17.5,6.4,11.6,0.0,20.1,2022,3,30,Wednesday,İlkbahar,İstanbul
2022-03-31,18.4,7.9,13.5,0.0,25.4,2022,3,31,Thursday,İlkbahar,İstanbul
2022-04-01,22.2,10.8,16.4,0.4,28.4,2022,4,1,Friday,İlkbahar,İstanbul
2022-04-02,19.4,14.5,16.4,0.0,36.0,2022,4,2,Saturday,İlkbahar,İstanbul
2022-04-03,15.0,10.6,13.0,8.1,38.1,2022,4,3,Sunday,İlkbahar,İstanbul
2022-04-04,11.8,7.3,9.3,2.1,21.3,2022,4,4,Monday,İlkbahar,İstanbul
2022-04-05,11.6,7.3,9.3,12.8,13.1,2022,4,5,Tuesday,İlkbahar,İstanbul
2022-04-06,17.5,5.2,10.6,0.0,17.8,2022,4,6,Wednesday,İlkbahar,İstanbul
2022-04-07,21.3,4.6,12.0,4.8,24.3,2022,4,7,Thursday,İlkbahar,İstanbul
2022-04-08,16.5,8.4,12.7,0.2,23.3,2022,4,8,Friday,İlkbahar,İstanbul
2022-04-09,21.9,8.8,14.8,0.0,13.9,2022,4,9,Saturday,İlkbahar,İstanbul
2022-04-10,22.0,11.4,16.0,0.0,19.6,2022,4,10,Sunday,İlkbahar,İstanbul
2022-04-11,11.3,7.1,8.3,12.5,30.8,2022,4,11,Monday,İlkbahar,İstanbul
2022-04-12,11.3,4.9,8.2,2.1,12.0,2022,4,12,Tuesday,İlkbahar,İstanbul
2022-04-13,11.9,6.2,9.2,0.1,14.1,2022,4,13,Wednesday,İlkbahar,İstanbul
2022-04-14,15.7,5.4,10.6,0.0,12.2,2022,4,14,Thursday,İlkbahar,İstanbul
2022-04-15,19.5,6.2,12.6,0.0,16.3,2022,4,15,Friday,İlkbahar,İstanbul
2022-04-16,20.1,7.7,13.9,0.0,12.0,2022,4,16,Saturday,İlkbahar,İstanbul
2022-04-17,13.9,8.9,11.1,7.9,33.5,2022,4,17,Sunday,İlkbahar,İstanbul
2022-04-18,9.1,7.2,8.0,7.9,32.4,2022,4,18,Monday,İlkbahar,İstanbul
2022-04-19,8.1,6.8,7.3,3.7,21.6,2022,4,19,Tuesday,İlkbahar,İstanbul
2022-04-20,14.1,3.2,9.4,0.0,12.6,2022,4,20,Wednesday,İlkbahar,İstanbul
2022-04-21,13.9,8.1,10.6,1.0,19.5,2022,4,21,Thursday,İlkbahar,İstanbul
2022-04-22,21.8,7.9,14.6,0.0,13.0,2022,4,22,Friday,İlkbahar,İstanbul
2022-04-23,22.3,11.4,16.0,0.2,12.4,2022,4,23,Saturday,İlkbahar,İstanbul
2022-04-24,23.5,9.6,16.3,0.0,21.2,2022,4,24,Sunday,İlkbahar,İstanbul
2022-04-25,19.6,10.6,14.7,0.0,17.2,2022,4,25,Monday,İlkbahar,İstanbul
2022-04-26,21.5,11.6,16.7,0.0,19.0,2022,4,26,Tuesday,İlkbahar,İstanbul
2022-04-27,20.1,10.8,14.5,0.0,23.2,2022,4,27,Wednesday,İlkbahar,İstanbul
2022-04-28,19.0,10.7,14.1,0.0,29.6,2022,4,28,Thursday,İlkbahar,İstanbul
2022-04-29,17.6,11.0,13.8,0.0,26.9,2022,4,29,Friday,İlkbahar,İstanbul
2022-04-30,14.9,11.4,13.0,0.5,27.9,2022,4,30,Saturday,İlkbahar,İstanbul
2022-05-01,17.5,11.1,13.7,0.0,26.0,2022,5,1,Sunday,İlkbahar,İstanbul
2022-05-02,17.8,10.8,13.7,0.2,35.1,2022,5,2,Monday,İlkbahar,İstanbul
2022-05-03,14.4,10.9,12.3,4.4,23.2,2022,5,3,Tuesday,İlkbahar,İstanbul
2022-05-04,13.6,8.1,11.4,0.6,21.7,2022,5,4,Wednesday,İlkbahar,İstanbul
2022-05-05,17.5,7.1,12.0,0.0,16.7,2022,5,5,Thursday,İlkbahar,İstanbul
2022-05-06,17.1,8.8,12.9,0.0,24.4,2022,5,6,Friday,İlkbahar,İstanbul
2022-05-07,17.3,9.9,12.9,0.0,23.2,2022,5,7,Saturday,İlkbahar,İstanbul
2022-05-08,17.5,9.2,12.9,0.0,27.9,2022,5,8,Sunday,İlkbahar,İstanbul
2022-05-09,17.0,9.6,12.8,0.0,27.6,2022,5,9,Monday,İlkbahar,İstanbul
2022-05-10,18.0,9.0,13.3,0.0,27.6,2022,5,10,Tuesday,İlkbahar,İstanbul
2022-05-11,19.7,9.9,14.7,0.0,19.6,2022,5,11,Wednesday,İlkbahar,İstanbul
2022-05-12,24.2,10.5,17.2,0.0,13.2,2022,5,12,Thursday,İlkbahar,İstanbul
2022-05-13,26.0,12.1,19.2,0.0,16.1,2022,5,13,Friday,İlkbahar,İstanbul
2022-05-14,23.4,12.6,18.7,0.0,15.2,2022,5,14,Saturday,İlkbahar,İstanbul
2022-05-15,24.2,13.4,18.5,0.0,18.0,2022,5,15,Sunday,İlkbahar,İstanbul
2022-05-16,24.5,14.4,19.0,0.0,15.3,2022,5,16,Monday,İlkbahar,İstanbul
2022-05-17,26.2,12.9,20.1,0.0,11.8,2022,5,17,Tuesday,İlkbahar,İstanbul
2022-05-18,24.5,11.6,17.2,8.3,37.9,2022,5,18,Wednesday,İlkbahar,İstanbul
2022-05-19,16.5,10.4,13.5,0.5,27.6,2022,5,19,Thursday,İlkbahar,İstanbul
2022-05-20,21.0,8.1,14.8,0.0,22.9,2022,5,20,Friday,İlkbahar,İstanbul
2022-05-21,24.5,9.1,17.6,0.0,10.9,2022,5,21,Saturday,İlkbahar,İstanbul
2022-05-22,23.3,11.1,17.8,0.1,16.5,2022,5,22,Sunday,İlkbahar,İstanbul
2022-05-23,21.5,14.5,17.9,1.9,17.4,2022,5,23,Monday,İlkbahar,İstanbul
2022-05-24,25.0,13.4,19.2,0.0,17.6,2022,5,24,Tuesday,İlkbahar,İstanbul
2022-05-25,25.6,15.1,19.9,5.3,20.4,2022,5,25,Wednesday,İlkbahar,İstanbul
2022-05-26,26.5,15.7,21.3,0.0,12.3,2022,5,26,Thursday,İlkbahar,İstanbul
2022-05-27,27.3,17.1,21.7,0.0,18.1,2022,5,27,Friday,İlkbahar,İstanbul
2022-05-28,29.2,17.1,23.3,0.0,11.4,2022,5,28,Saturday,İlkbahar,İstanbul
2022-05-29,31.6,18.9,25.6,0.0,19.1,2022,5,29,Sunday,İlkbahar,İstanbul
2022-05-30,29.5,19.8,23.8,0.0,21.3,2022,5,30,Monday,İlkbahar,İstanbul
2022-05-31,26.6,18.5,22.3,0.0,19.2,2022,5,31,Tuesday,İlkbahar,İstanbul
2022-06-01,26.0,17.9,21.4,0.0,22.2,2022,6,1,Wednesday,Yaz,İstanbul
2022-06-02,24.2,17.9,20.5,0.0,24.7,2022,6,2,Thursday,Yaz,İstanbul
2022-06-03,25.1,18.1,21.3,0.0,26.7,2022,6,3,Friday,Yaz,İstanbul
2022-06-04,26.0,18.5,21.7,0.0,30.7,2022,6,4,Saturday,Yaz,İstanbul
2022-06-05,28.5,18.2,22.4,0.0,19.4,2022,6,5,Sunday,Yaz,İstanbul
2022-06-06,27.5,17.9,21.4,0.0,24.0,2022,6,6,Monday,Yaz,İstanbul
2022-06-07,22.0,17.2,19.4,0.1,19.1,2022,6,7,Tuesday,Yaz,İstanbul
2022-06-08,23.1,16.2,19.4,1.7,19.3,2022,6,8,Wednesday,Yaz,İstanbul
2022-06-09,27.5,15.1,21.2,0.0,13.5,2022,6,9,Thursday,Yaz,İstanbul
2022-06-10,29.6,18.2,23.6,0.2,23.9,2022,6,10,Friday,Yaz,İstanbul
2022-06-11,24.8,19.5,21.9,7.1,17.9,2022,6,11,Saturday,Yaz,İstanbul
2022-06-12,22.9,17.6,19.7,15.5,26.5,2022,6,12,Sunday,Yaz,İstanbul
2022-06-13,24.4,17.5,21.0,0.0,24.2,2022,6,13,Monday,Yaz,İstanbul
2022-06-14,26.6,17.0,21.9,0.0,19.2,2022,6,14,Tuesday,Yaz,İstanbul
2022-06-15,25.0,18.0,21.5,0.5,26.8,2022,6,15,Wednesday,Yaz,İstanbul
2022-06-16,24.2,18.4,21.2,0.0,28.0,2022,6,16,Thursday,Yaz,İstanbul
2022-06-17,24.6,18.0,21.1,0.0,24.4,2022,6,17,Friday,Yaz,İstanbul
2022-06-18,24.9,18.0,21.1,0.0,30.8,2022,6,18,Saturday,Yaz,İstanbul
2022-06-19,24.8,18.4,21.3,0.0,26.3,2022,6,19,Sunday,Yaz,İstanbul
2022-06-20,24.1,18.4,21.1,4.5,23.9,2022,6,20,Monday,Yaz,İstanbul
2022-06-21,23.2,17.2,20.4,10.4,15.5,2022,6,21,Tuesday,Yaz,İstanbul
2022-06-22,28.0,19.4,23.9,0.0,14.3,2022,6,22,Wednesday,Yaz,İstanbul
2022-06-23,27.6,18.0,22.9,0.5,16.3,2022,6,23,Thursday,Yaz,İstanbul
2022-06-24,24.6,17.0,21.6,2.6,20.2,2022,6,24,Friday,Yaz,İstanbul
2022-06-25,27.0,17.6,22.6,0.1,16.7,2022,6,25,Saturday,Yaz,İstanbul
2022-06-26,25.7,16.5,21.6,0.2,20.1,2022,6,26,Sunday,Yaz,İstanbul
2022-06-27,26.0,18.5,22.2,3.0,23.4,2022,6,27,Monday,Yaz,İstanbul
2022-06-28,25.8,19.6,22.4,8.1,26.0,2022,6,28,Tuesday,Yaz,İstanbul
2022-06-29,25.4,19.7,22.1,2.2,22.1,2022,6,29,Wednesday,Yaz,İstanbul
2022-06-30,26.3,18.7,22.4,0.1,22.8,2022,6,30,Thursday,Yaz,İstanbul
2022-07-01,29.0,19.9,24.0,0.0,20.1,2022,7,1,Friday,Yaz,İstanbul
2022-07-02,28.1,20.9,24.2,0.0,25.1,2022,7,2,Saturday,Yaz,İstanbul
2022-07-03,27.5,20.6,23.6,0.0,32.1,2022,7,3,Sunday,Yaz,İstanbul
2022-07-04,27.1,18.8,22.8,0.0,31.3,2022,7,4,Monday,Yaz,İstanbul
2022-07-05,27.9,19.7,23.4,0.0,30.8,2022,7,5,Tuesday,Yaz,İstanbul
2022-07-06,28.2,20.0,23.9,0.0,28.0,2022,7,6,Wednesday,Yaz,İstanbul
2022-07-07,29.0,20.7,24.4,1.5,24.0,2022,7,7,Thursday,Yaz,İstanbul
2022-07-08,26.4,21.5,23.8,1.4,24.9,2022,7,8,Friday,Yaz,İstanbul
2022-07-09,28.5,20.6,24.0,1.0,29.3,2022,7,9,Saturday,Yaz,İstanbul
2022-07-10,24.0,18.7,20.7,22.3,24.5,2022,7,10,Sunday,Yaz,İstanbul
2022-07-11,25.5,17.9,22.1,0.4,19.8,2022,7,11,Monday,Yaz,İstanbul
2022-07-12,25.6,18.5,22.3,0.4,21.7,2022,7,12,Tuesday,Yaz,İstanbul
2022-07-13,25.6,18.4,22.1,0.3,22.5,2022,7,13,Wednesday,Yaz,İstanbul
2022-07-14,27.1,18.1,22.8,0.0,28.3,2022,7,14,Thursday,Yaz,İstanbul
2022-07-15,27.4,19.8,23.4,0.0,26.1,2022,7,15,Friday,Yaz,İstanbul
2022-07-16,30.0,18.4,24.1,0.0,22.2,2022,7,16,Saturday,Yaz,İstanbul
2022-07-17,30.0,19.9,24.6,0.0,22.3,2022,7,17,Sunday,Yaz,İstanbul
2022-07-18,27.5,20.5,23.7,0.3,34.7,2022,7,18,Monday,Yaz,İstanbul
2022-07-19,25.7,19.2,22.5,0.0,33.6,2022,7,19,Tuesday,Yaz,İstanbul
2022-07-20,27.5,20.3,23.4,0.0,31.9,2022,7,20,Wednesday,Yaz,İstanbul
2022-07-21,30.2,16.6,23.6,0.0,21.4,2022,7,21,Thursday,Yaz,İstanbul
2022-07-22,30.2,17.8,24.2,0.0,18.8,2022,7,22,Friday,Yaz,İstanbul
2022-07-23,31.9,17.4,25.3,0.0,16.1,2022,7,23,Saturday,Yaz,İstanbul
2022-07-24,31.5,19.1,25.5,0.0,18.1,2022,7,24,Sunday,Yaz,İstanbul
2022-07-25,30.2,20.1,24.9,0.0,24.1,2022,7,25,Monday,Yaz,İstanbul
2022-07-26,30.9,21.1,25.6,0.0,23.5,2022,7,26,Tuesday,Yaz,İstanbul
2022-07-27,31.3,19.5,25.1,0.0,26.0,2022,7,27,Wednesday,Yaz,İstanbul
2022-07-28,29.4,21.6,25.1,0.0,34.6,2022,7,28,Thursday,Yaz,İstanbul
2022-07-29,29.4,22.5,25.3,0.0,30.6,2022,7,29,Friday,Yaz,İstanbul
2022-07-30,29.9,22.1,25.6,0.0,26.6,2022,7,30,Saturday,Yaz,İstanbul
2022-07-31,29.8,23.5,26.1,1.5,25.0,2022,7,31,Sunday,Yaz,İstanbul
2022-08-01,29.1,21.7,25.5,0.3,22.2,2022,8,1,Monday,Yaz,İstanbul
2022-08-02,28.5,19.2,24.1,0.0,23.8,2022,8,2,Tuesday,Yaz,İstanbul
2022-08-03,28.8,20.8,24.6,0.0,27.9,2022,8,3,Wednesday,Yaz,İstanbul
2022-08-04,28.6,22.5,25.2,0.0,29.4,2022,8,4,Thursday,Yaz,İstanbul
2022-08-05,29.2,22.8,25.5,0.0,24.8,2022,8,5,Friday,Yaz,İstanbul
2022-08-06,29.5,22.6,25.5,0.0,28.2,2022,8,6,Saturday,Yaz,İstanbul
2022-08-07,29.3,23.0,25.9,0.4,27.2,2022,8,7,Sunday,Yaz,İstanbul
2022-08-08,30.6,23.9,26.7,0.8,35.6,2022,8,8,Monday,Yaz,İstanbul
2022-08-09,30.8,24.3,27.0,0.1,28.8,2022,8,9,Tuesday,Yaz,İstanbul
2022-08-10,29.5,22.8,25.3,3.2,30.0,2022,8,10,Wednesday,Yaz,İstanbul
2022-08-11,26.5,17.2,22.7,13.6,23.9,2022,8,11,Thursday,Yaz,İstanbul
2022-08-12,28.0,20.0,24.1,0.3,22.4,2022,8,12,Friday,Yaz,İstanbul
2022-08-13,28.5,22.0,24.7,0.9,24.2,2022,8,13,Saturday,Yaz,İstanbul
2022-08-14,29.9,21.5,25.1,1.0,16.3,2022,8,14,Sunday,Yaz,İstanbul
2022-08-15,23.8,19.5,21.5,24.2,19.5,2022,8,15,Monday,Yaz,İstanbul
2022-08-16,27.7,20.3,24.0,0.0,17.8,2022,8,16,Tuesday,Yaz,İstanbul
2022-08-17,29.5,20.5,25.0,0.0,12.1,2022,8,17,Wednesday,Yaz,İstanbul
2022-08-18,31.3,20.8,25.5,0.0,16.6,2022,8,18,Thursday,Yaz,İstanbul
2022-08-19,28.7,22.0,25.2,0.3,19.7,2022,8,19,Friday,Yaz,İstanbul
2022-08-20,28.9,21.5,24.9,1.3,21.0,2022,8,20,Saturday,Yaz,İstanbul
2022-08-21,29.3,22.1,25.4,0.0,23.0,2022,8,21,Sunday,Yaz,İstanbul
2022-08-22,30.5,23.5,26.3,0.1,21.9,2022,8,22,Monday,Yaz,İstanbul
2022-08-23,29.1,23.9,26.1,4.4,21.9,2022,8,23,Tuesday,Yaz,İstanbul
2022-08-24,28.7,24.7,26.1,0.4,29.6,2022,8,24,Wednesday,Yaz,İstanbul
2022-08-25,25.4,21.0,23.4,8.4,16.5,2022,8,25,Thursday,Yaz,İstanbul
2022-08-26,28.1,20.5,23.3,0.6,7.9,2022,8,26,Friday,Yaz,İstanbul
2022-08-27,27.5,20.6,24.3,1.3,8.4,2022,8,27,Saturday,Yaz,İstanbul
2022-08-28,30.1,21.6,25.1,0.0,18.8,2022,8,28,Sunday,Yaz,İstanbul
2022-08-29,29.9,22.4,25.5,0.0,23.2,2022,8,29,Monday,Yaz,İstanbul
2022-08-30,29.1,23.4,25.9,0.1,24.7,2022,8,30,Tuesday,Yaz,İstanbul
2022-08-31,27.7,20.8,24.7,3.7,17.5,2022,8,31,Wednesday,Yaz,İstanbul
2022-09-01,27.2,20.9,23.9,8.4,17.5,2022,9,1,Thursday,Sonbahar,İstanbul
2022-09-02,29.6,22.8,25.3,0.2,20.1,2022,9,2,Friday,Sonbahar,İstanbul
2022-09-03,27.1,20.6,23.5,0.1,20.9,2022,9,3,Saturday,Sonbahar,İstanbul
2022-09-04,24.0,20.6,22.2,0.7,26.8,2022,9,4,Sunday,Sonbahar,İstanbul
2022-09-05,24.4,19.0,20.9,0.2,32.3,2022,9,5,Monday,Sonbahar,İstanbul
2022-09-06,22.8,19.0,20.6,0.8,32.6,2022,9,6,Tuesday,Sonbahar,İstanbul
2022-09-07,23.6,19.1,21.0,0.0,30.9,2022,9,7,Wednesday,Sonbahar,İstanbul
2022-09-08,25.0,17.6,20.8,0.0,22.9,2022,9,8,Thursday,Sonbahar,İstanbul
2022-09-09,27.1,17.0,21.3,0.0,15.4,2022,9,9,Friday,Sonbahar,İstanbul
2022-09-10,28.3,15.6,22.0,0.0,8.9,2022,9,10,Saturday,Sonbahar,İstanbul
2022-09-11,27.0,18.9,23.0,0.0,17.4,2022,9,11,Sunday,Sonbahar,İstanbul
2022-09-12,23.0,16.9,20.4,2.4,28.8,2022,9,12,Monday,Sonbahar,İstanbul
2022-09-13,22.0,15.4,19.0,1.2,20.0,2022,9,13,Tuesday,Sonbahar,İstanbul
2022-09-14,24.8,15.1,19.7,0.0,10.4,2022,9,14,Wednesday,Sonbahar,İstanbul
2022-09-15,26.2,16.0,21.6,0.0,20.9,2022,9,15,Thursday,Sonbahar,İstanbul
2022-09-16,29.0,20.8,24.2,0.0,16.9,2022,9,16,Friday,Sonbahar,İstanbul
2022-09-17,29.9,19.4,24.3,0.0,15.3,2022,9,17,Saturday,Sonbahar,İstanbul
2022-09-18,27.1,17.6,21.9,10.6,25.6,2022,9,18,Sunday,Sonbahar,İstanbul
2022-09-19,21.6,16.5,18.8,0.0,20.2,2022,9,19,Monday,Sonbahar,İstanbul
2022-09-20,20.1,13.6,17.1,0.0,26.0,2022,9,20,Tuesday,Sonbahar,İstanbul
2022-09-21,20.7,13.5,17.0,0.9,21.9,2022,9,21,Wednesday,Sonbahar,İstanbul
2022-09-22,15.8,11.8,14.0,13.2,26.8,2022,9,22,Thursday,Sonbahar,İstanbul
2022-09-23,17.4,10.3,13.9,1.1,18.0,2022,9,23,Friday,Sonbahar,İstanbul
2022-09-24,19.0,12.2,15.4,0.0,15.1,2022,9,24,Saturday,Sonbahar,İstanbul
2022-09-25,22.9,11.1,16.7,0.0,11.8,2022,9,25,Sunday,Sonbahar,İstanbul
2022-09-26,22.7,12.4,17.6,0.0,17.0,2022,9,26,Monday,Sonbahar,İstanbul
2022-09-27,24.0,16.1,20.1,2.2,33.4,2022,9,27,Tuesday,Sonbahar,İstanbul
2022-09-28,24.6,18.9,21.7,3.9,28.5,2022,9,28,Wednesday,Sonbahar,İstanbul
2022-09-29,26.0,19.0,22.4,0.0,20.1,2022,9,29,Thursday,Sonbahar,İstanbul
2022-09-30,27.8,18.0,22.4,0.0,13.8,2022,9,30,Friday,Sonbahar,İstanbul
2022-10-01,26.9,16.9,22.2,0.0,11.5,2022,10,1,Saturday,Sonbahar,İstanbul
2022-10-02,25.2,15.9,21.5,5.0,30.3,2022,10,2,Sunday,Sonbahar,İstanbul
2022-10-03,22.1,14.9,18.2,0.0,14.2,2022,10,3,Monday,Sonbahar,İstanbul
2022-10-04,19.1,13.7,16.6,0.2,18.9,2022,10,4,Tuesday,Sonbahar,İstanbul
2022-10-05,19.4,13.4,16.1,0.0,23.6,2022,10,5,Wednesday,Sonbahar,İstanbul
2022-10-06,20.3,15.0,17.1,0.1,30.8,2022,10,6,Thursday,Sonbahar,İstanbul
2022-10-07,20.6,16.2,17.8,1.6,32.9,2022,10,7,Friday,Sonbahar,İstanbul
2022-10-08,20.5,16.3,18.0,5.6,25.8,2022,10,8,Saturday,Sonbahar,İstanbul
2022-10-09,20.8,12.5,17.0,0.0,14.5,2022,10,9,Sunday,Sonbahar,İstanbul
2022-10-10,21.9,11.4,17.2,0.0,23.3,2022,10,10,Monday,Sonbahar,İstanbul
2022-10-11,20.4,15.2,17.2,0.0,25.4,2022,10,11,Tuesday,Sonbahar,İstanbul
2022-10-12,19.4,15.1,16.8,0.5,24.5,2022,10,12,Wednesday,Sonbahar,İstanbul
2022-10-13,20.1,15.3,17.4,0.1,24.2,2022,10,13,Thursday,Sonbahar,İstanbul
2022-10-14,19.6,14.9,17.0,1.6,31.4,2022,10,14,Friday,Sonbahar,İstanbul
2022-10-15,18.6,15.4,16.1,10.0,32.4,2022,10,15,Saturday,Sonbahar,İstanbul
2022-10-16,18.2,15.4,16.4,0.6,33.2,2022,10,16,Sunday,Sonbahar,İstanbul
2022-10-17,18.9,15.1,16.5,0.4,32.3,2022,10,17,Monday,Sonbahar,İstanbul
2022-10-18,19.0,15.2,16.7,0.2,29.1,2022,10,18,Tuesday,Sonbahar,İstanbul
2022-10-19,18.5,11.8,16.2,0.0,16.6,2022,10,19,Wednesday,Sonbahar,İstanbul
2022-10-20,18.4,9.9,13.7,0.4,27.6,2022,10,20,Thursday,Sonbahar,İstanbul
