aday_id,yorunge_periyodu_gun,transit_suresi_saat,transit_derinligi_ppm,gezegen_yaricap_dunya,yildiz_sicakligi_K,yildiz_yaricap_gunes,denge_sicakligi_K,sinyal_gurultu_orani,yasanabilir_bolge,gercek_gezegen,durum
K04081.01,363.35755,19.85,395.3,3.45,5086.0,1.783,305.0,13.9,False,False,Yanlış Pozitif
K04082.01,0.924821319,2.594,122.4,1.1,6135.0,0.974,1963.0,24.3,False,False,Yanlış Pozitif
K04083.01,4.4697452,5.33,241.5,2.43,6102.0,1.125,1248.0,33.8,False,False,Yanlış Pozitif
K04084.01,214.881456,9.581,759.2,2.68,5323.0,0.995,286.0,16.1,False,True,Gerçek Gezegen
K04154.02,122.906853,15.97,819.7,3.55,5692.0,0.866,338.0,19.9,False,False,Yanlış Pozitif
K04155.01,12.422216754,6.5533,54.5,0.8,6231.0,1.084,864.0,11.0,False,False,Yanlış Pozitif
K04156.01,4.85018974,5.676,64.5,1.1,6032.0,0.973,1098.0,15.8,False,True,Gerçek Gezegen
K07651.01,383.43595,11.059,1228.0,2.53,5576.0,0.729,214.0,14.1,False,False,Yanlış Pozitif
K04157.01,3.82315697,2.388,47.2,0.77,6202.0,1.122,1282.0,8.9,False,True,Gerçek Gezegen
K04158.01,0.842336445,1.519,80.1,0.9,5765.0,0.998,1941.0,8.8,False,False,Yanlış Pozitif
K04085.01,0.914468919,2.695,3426.3,36.84,5762.0,0.989,1884.0,189.0,False,False,Yanlış Pozitif
K04086.01,1.54039744,1.787,127.6,1.08,5649.0,0.884,1520.0,7.0,False,False,Yanlış Pozitif
K02243.02,8.45805119,2.998,258.7,2.52,6172.0,1.471,1117.0,18.3,False,True,Gerçek Gezegen
K04087.01,101.1107014,8.029,878.1,1.61,4133.0,0.561,229.0,24.1,True,True,Gerçek Gezegen
K04088.01,0.907943645,1.9144,1028.9,49.37,6434.0,1.166,2219.0,53.7,False,False,Yanlış Pozitif
K04163.01,94.446856,7.502,436.4,7.13,5780.0,2.478,611.0,20.0,False,False,Yanlış Pozitif
K04164.01,0.92565941,1.488,30.0,0.88,6058.0,1.612,2383.0,11.2,False,False,Yanlış Pozitif
K04165.01,0.537110149,1.7976,92.0,32.19,5395.0,2.537,3195.0,41.1,False,False,Yanlış Pozitif
K04166.01,9.84262076,1.6018,626.4,2.41,5585.0,0.972,801.0,16.8,False,True,Gerçek Gezegen
K04167.01,2.99194823,4.39,99.6,0.78,5269.0,0.727,1019.0,18.2,False,False,Yanlış Pozitif
K00435.05,62.3026877,7.509,859.3,3.05,5688.0,0.971,454.0,45.0,False,True,Gerçek Gezegen
K02175.02,72.3826983,8.279,366.4,4.21,5508.0,1.988,575.0,29.5,False,True,Gerçek Gezegen
K04019.01,360.33012,15.16,1022.0,2.34,5054.0,0.74,200.0,12.2,True,False,Yanlış Pozitif
K04020.01,0.566803149,1.643,246.0,1.93,6147.0,1.096,2380.0,52.6,False,False,Yanlış Pozitif
K07652.01,15.3466028,4.966,238.5,3.64,6771.0,2.259,1194.0,13.0,False,False,Yanlış Pozitif
K04089.01,0.531106622,3.0293,5133.6,7.54,4978.0,0.762,1781.0,286.2,False,False,Yanlış Pozitif
K04090.01,1.332547503,4.521,130.3,1.23,6077.0,0.999,1719.0,25.5,False,False,Yanlış Pozitif
K04091.01,225.585245,11.166,754.9,3.71,5929.0,1.363,348.0,18.6,False,True,Gerçek Gezegen
K04092.01,24.4972683,5.43,449.1,2.74,6392.0,1.162,722.0,19.5,False,True,Gerçek Gezegen
K07643.01,4.20253859,5.389,31.5,0.71,5596.0,1.015,1136.0,8.8,False,False,Yanlış Pozitif
K04093.01,0.535578808,1.7973,193.6,33.97,6610.0,1.313,2870.0,38.3,False,False,Yanlış Pozitif
K04151.01,0.89486317,2.657,172.0,1.19,5764.0,0.863,1764.0,16.1,False,False,Yanlış Pozitif
K04153.01,4.62602867,0.643,346.9,1.65,5834.0,0.797,1012.0,14.7,False,True,Gerçek Gezegen
K02303.02,8.93484887,2.579,135.9,1.83,6688.0,1.347,1124.0,9.7,False,True,Gerçek Gezegen
K07647.01,7.04716175,2.693,150.8,1.1,5496.0,0.776,817.0,9.4,False,False,Yanlış Pozitif
K04154.01,368.71479,16.46,1210.0,91.06,5716.0,0.872,236.0,10.9,False,False,Yanlış Pozitif
K04023.01,119.0192648,8.1,1977.0,4.44,5754.0,0.905,350.0,31.1,False,False,Yanlış Pozitif
K04024.01,8.40693068,1.866,167.1,1.95,5365.0,1.533,1048.0,6.8,False,True,Gerçek Gezegen
K04025.01,0.974479091,1.866,221.2,1.19,5043.0,0.819,1513.0,25.3,False,False,Yanlış Pozitif
K04094.01,3.57017774,4.473,79.6,57.36,3812.0,69.001,6119.0,8.9,False,False,Yanlış Pozitif
K04095.01,1.10601182,2.577,52.9,0.77,6241.0,1.031,1903.0,15.5,False,False,Yanlış Pozitif
K04096.01,6.873655305,3.5415,181.3,1.21,5668.0,0.912,906.0,3.4,False,False,Yanlış Pozitif
K02250.02,0.626281766,1.1812,433.1,1.76,4922.0,0.823,1711.0,31.0,False,True,Gerçek Gezegen
K04097.01,2.790643481,0.6871,202.0,0.99,4353.0,0.603,816.0,20.2,False,True,Gerçek Gezegen
K04159.01,0.971915957,1.6023,73.7,0.79,5196.0,0.889,1609.0,16.7,False,True,Gerçek Gezegen
K04160.01,3.03196812,1.723,81.5,0.9,5755.0,0.993,1269.0,15.8,False,True,Gerçek Gezegen
K04161.01,1.2940561,0.97,51.2,5.27,6635.0,7.146,4465.0,6.4,False,False,Yanlış Pozitif
K04162.01,0.53936593,5.434,145.0,9.19,6341.0,5.302,5016.0,57.6,False,False,Yanlış Pozitif
K07640.01,0.643703667,0.801,172.0,1.48,6161.0,1.114,2358.0,40.3,False,False,Yanlış Pozitif
K04026.01,0.735146413,5.053,275.4,168.34,6611.0,7.435,5366.0,78.0,False,False,Yanlış Pozitif
K04027.01,0.827351796,2.1885,44.7,0.9,5609.0,1.31,2208.0,30.6,False,False,Yanlış Pozitif
K04028.01,0.618952198,2.8244,8324.1,4.96,2661.0,0.116,497.0,259.3,False,False,Yanlış Pozitif
K04029.01,1.31723412,7.284,422.7,125.56,6740.0,12.08,5471.0,78.4,False,False,Yanlış Pozitif
K04099.01,4.95060632,1.719,309.5,1.28,5431.0,0.717,885.0,17.4,False,True,Gerçek Gezegen
K04100.01,379.08202,33.87,1609.1,23.99,5982.0,0.96,253.0,23.2,False,False,Yanlış Pozitif
K04101.01,366.31509,12.41,336.0,2.87,6705.0,1.524,353.0,13.0,False,False,Yanlış Pozitif
K04168.01,0.536544193,2.918,159.5,0.9,5041.0,0.728,1745.0,25.3,False,False,Yanlış Pozitif
K04169.01,1.005205893,1.63,97.5,0.85,5718.0,0.863,1682.0,15.0,False,True,Gerçek Gezegen
K04170.01,43.796785,18.84,256.3,20.79,6109.0,0.941,542.0,21.2,False,False,Yanlış Pozitif
K04171.01,0.952371227,3.926,352.5,21.96,6086.0,0.921,1870.0,42.6,False,False,Yanlış Pozitif
K04172.01,1.089088292,1.8599,141.7,1.28,6194.0,1.069,1914.0,1.8,False,False,Yanlış Pozitif
K04030.01,7.7553808,22.321,839.6,22.2,5607.0,0.766,822.0,55.9,False,False,Yanlış Pozitif
K04031.01,0.730949487,2.367,87.3,1.27,6238.0,1.191,2311.0,15.8,False,False,Yanlış Pozitif
K04032.01,3.95116635,2.566,60.9,0.83,5574.0,1.065,1160.0,20.4,False,True,Gerçek Gezegen
K04032.02,2.89223998,2.521,44.3,0.7,5574.0,1.065,1287.0,17.3,False,True,Gerçek Gezegen
K04033.01,0.991552822,1.135,607.2,37.93,5908.0,1.862,2558.0,17.3,False,False,Yanlış Pozitif
K04102.01,1.89124187,4.415,105.8,0.93,5285.0,0.927,1312.0,20.8,False,False,Yanlış Pozitif
K04103.01,184.77271,9.568,951.4,2.41,5273.0,0.801,268.0,21.0,True,True,Gerçek Gezegen
K04104.01,392.49728,10.53,1062.0,2.82,5737.0,0.872,232.0,14.5,False,False,Yanlış Pozitif
K02257.02,59.284064,5.42,424.4,1.81,5225.0,0.859,401.0,13.1,False,True,Gerçek Gezegen
K04034.01,6.96704926,3.73,213.7,6.14,6303.0,3.53,1774.0,18.6,False,True,Gerçek Gezegen
K04035.01,8.8109721,4.822,24048.0,47.94,5780.0,1.0,881.0,26.0,False,False,Yanlış Pozitif
K04036.01,168.81133,6.582,614.4,1.69,4798.0,0.707,241.0,15.3,True,True,Gerçek Gezegen
K02194.02,67.968656,7.948,321.8,1.71,5670.0,0.95,443.0,27.3,False,True,Gerçek Gezegen
K04038.01,2.15681538,5.115,106.5,1.06,6084.0,0.983,1473.0,22.6,False,False,Yanlış Pozitif
K04106.01,0.708563091,6.347,414.5,15.38,5271.0,0.648,1587.0,90.8,False,False,Yanlış Pozitif
K04107.01,366.24282,15.76,733.7,2.4,5713.0,0.893,237.0,18.2,True,False,Yanlış Pozitif
K04108.01,1.33256418,4.701,162.3,0.81,5157.0,0.62,1262.0,20.7,False,False,Yanlış Pozitif
K04110.01,12.4258833,24.83,93.6,2.19,5611.0,1.632,1006.0,34.4,False,False,Yanlış Pozitif
K04039.01,1.387838134,2.252,136.8,1.24,6273.0,1.044,1783.0,20.4,False,False,Yanlış Pozitif
K04040.01,0.678349364,3.092,486.0,19.06,5569.0,0.829,1844.0,12.0,False,False,Yanlış Pozitif
K04041.01,1.022028468,8.866,1344.5,26.91,5445.0,0.855,1649.0,184.5,False,False,Yanlış Pozitif
K04042.01,0.72359699,1.326,495.6,6.73,8855.0,2.858,4699.0,14.8,False,False,Yanlış Pozitif
K04043.01,1.6156052,14.55,1582.0,34.69,6770.0,1.623,2202.0,253.1,False,False,Yanlış Pozitif
K04111.01,1.8913182,4.374,202.3,0.9,4476.0,0.633,983.0,17.6,False,False,Yanlış Pozitif
K07649.01,494.165759,2.239,1440.0,4.5,6392.0,1.162,265.0,7.4,False,False,Yanlış Pozitif
K04112.01,2.43585046,2.088,60.5,2.6,6501.0,3.247,2544.0,14.9,False,False,Yanlış Pozitif
K04113.01,1.33255441,3.828,106.7,1.12,6099.0,1.028,1743.0,15.1,False,False,Yanlış Pozitif
K04114.01,359.1015,11.461,496.5,2.37,6373.0,1.047,285.0,12.9,True,False,Yanlış Pozitif
K04115.01,0.941840589,5.06,388.3,27.05,6419.0,1.142,2200.0,23.0,False,False,Yanlış Pozitif
K04044.01,1.728521892,3.361,92.2,1.19,5872.0,1.157,1678.0,30.2,False,False,Yanlış Pozitif
K04045.01,1.89125855,5.415,67.9,0.81,6569.0,0.927,1671.0,24.8,False,False,Yanlış Pozitif
K04046.01,8.65312868,3.376,508.6,20.38,5880.0,0.893,857.0,22.6,False,False,Yanlış Pozitif
K02195.02,30.0899459,6.654,242.6,2.25,6056.0,1.209,660.0,16.6,False,True,Gerçek Gezegen
K04047.01,1.39862757,9.625,45.5,2.39,7872.0,3.367,3562.0,59.6,False,False,Yanlış Pozitif
K00435.06,9.91937693,4.326,186.7,1.32,5688.0,0.971,838.0,18.8,False,True,Gerçek Gezegen
K07671.01,0.918510251,2.587,52.6,1.77,5837.0,2.338,2795.0,20.3,False,False,Yanlış Pozitif
K02263.02,9.47850818,6.154,184.6,1.47,6249.0,1.076,946.0,26.7,False,True,Gerçek Gezegen
K04116.01,0.783258387,2.2926,328.5,1.28,5067.0,0.715,1559.0,28.5,False,False,Yanlış Pozitif
K04117.01,4.24263096,2.582,187.6,1.1,5072.0,0.825,926.0,15.9,False,True,Gerçek Gezegen
K04118.01,1.231363214,5.8101,4774.7,10.75,5780.0,1.0,1699.0,112.7,False,False,Yanlış Pozitif
K04119.01,0.755101928,3.044,119.8,0.91,5465.0,0.819,1763.0,18.1,False,False,Yanlış Pozitif
K04048.01,4.56447463,6.415,208.4,1.13,5270.0,0.77,902.0,42.6,False,False,Yanlış Pozitif
K04049.01,1.027904857,1.6381,2381.2,30.48,5432.0,0.872,1653.0,117.8,False,False,Yanlış Pozitif
K04050.01,367.95566,21.877,1414.1,3.62,4723.0,0.696,183.0,13.7,False,False,Yanlış Pozitif
K04051.01,163.692336,6.853,1138.0,2.75,4999.0,0.843,274.0,21.0,False,True,Gerçek Gezegen
K04052.01,1.106529843,6.258,319.5,1.91,5932.0,0.798,1649.0,69.2,False,False,Yanlış Pozitif
K07672.01,111.741576,3.83,238.8,6.88,5267.0,4.525,676.0,9.9,False,False,Yanlış Pozitif
K04121.01,198.088873,7.955,1027.7,3.24,5275.0,0.969,288.0,18.0,False,True,Gerçek Gezegen
K04122.01,1.08193721,4.788,115.3,0.77,4965.0,0.736,1385.0,14.4,False,False,Yanlış Pozitif
K04124.01,2.43142974,2.713,146.6,1.17,5750.0,0.965,1378.0,10.7,False,False,Yanlış Pozitif
K04053.01,1.41975831,1.429,60.9,0.85,5925.0,1.035,1700.0,8.1,False,True,Gerçek Gezegen
K04054.01,169.135056,8.931,640.7,2.21,5171.0,0.801,273.0,24.5,True,True,Gerçek Gezegen
K04055.01,0.73095491,2.206,29.6,0.88,6454.0,1.587,2711.0,7.5,False,False,Yanlış Pozitif
K04056.01,3.951383138,1.0582,405.7,23.51,5570.0,0.899,1083.0,23.9,False,True,Gerçek Gezegen
K02195.03,6.84978728,4.919,139.2,1.83,6056.0,1.209,1081.0,17.0,False,True,Gerçek Gezegen
K04125.01,1.111362442,6.24,133.9,2.86,6486.0,2.308,2820.0,36.8,False,False,Yanlış Pozitif
K02287.02,28.9060526,3.099,99.0,0.79,4657.0,0.67,414.0,13.3,False,True,Gerçek Gezegen
K04126.01,8.10503551,4.459,209.9,1.45,6201.0,0.989,959.0,16.5,False,True,Gerçek Gezegen
K04127.01,8.82715783,2.019,368.6,1.67,5550.0,0.878,797.0,11.1,False,True,Gerçek Gezegen
K04128.01,143.196381,10.424,618.1,6.64,6007.0,1.06,380.0,17.4,False,False,Yanlış Pozitif
K04057.01,9.089151782,3.1886,110.1,4.35,6729.0,4.099,1848.0,7.1,False,False,Yanlış Pozitif
K04058.01,1.87886973,3.876,181.9,1.04,5448.0,0.734,1236.0,23.9,False,False,Yanlış Pozitif
K04059.01,0.979161676,2.942,160.2,1.03,5390.0,0.78,1548.0,20.2,False,False,Yanlış Pozitif
K04061.01,0.855922327,1.514,130.9,0.87,5437.0,0.759,1658.0,21.1,False,False,Yanlış Pozitif
K07674.01,25.9528725,12.434,164.1,1.53,6370.0,1.106,697.0,16.9,False,False,Yanlış Pozitif
K04130.01,0.952374508,3.006,204.8,1.13,4754.0,0.821,1435.0,33.0,False,False,Yanlış Pozitif
K04131.01,0.936751792,5.658,26.4,2.07,7843.0,2.909,3814.0,23.0,False,False,Yanlış Pozitif
K04132.01,393.34331,9.481,1750.0,2.27,3994.0,0.554,140.0,21.2,False,False,Yanlış Pozitif
K04133.01,0.621361411,1.0628,45.0,1.12,6234.0,1.66,2913.0,24.6,False,False,Yanlış Pozitif
K04342.01,0.594310785,0.9994,112.5,0.91,5931.0,0.845,2068.0,15.7,False,False,Yanlış Pozitif
K04343.01,27.2106807,10.515,99.4,1.73,5973.0,1.305,725.0,16.9,False,True,Gerçek Gezegen
K04344.01,4.31978105,7.204,65.8,3.87,5519.0,4.368,2111.0,23.5,False,False,Yanlış Pozitif
K04409.01,14.2651545,3.601,66.3,1.06,5825.0,1.291,853.0,13.9,False,True,Gerçek Gezegen
K04411.01,11.17931581,3.103,90.6,1.81,6292.0,1.873,1159.0,12.0,False,True,Gerçek Gezegen
K04412.01,1.284991846,2.274,29.1,1.17,6060.0,2.106,2491.0,15.3,False,False,Yanlış Pozitif
K07653.01,324.18028,18.15,87.9,2.2,5792.0,2.183,382.0,10.9,False,False,Yanlış Pozitif
K04206.01,0.530959357,2.417,84.4,0.69,5325.0,0.75,1852.0,22.0,False,False,Yanlış Pozitif
K04275.01,0.996864568,1.098,86.7,0.77,5418.0,0.782,1588.0,21.4,False,False,Yanlış Pozitif
K07661.01,0.673684895,1.161,51.1,0.7,5645.0,0.951,2001.0,7.0,False,False,Yanlış Pozitif
K04276.01,56.644452,16.551,104.6,2.44,6237.0,2.295,733.0,21.8,False,True,Gerçek Gezegen
K04277.01,1.710319812,2.983,43.6,0.56,5774.0,0.825,1426.0,19.1,False,False,Yanlış Pozitif
K04278.01,5.62978034,5.847,379.2,1.61,5497.0,0.839,899.0,19.1,False,False,Yanlış Pozitif
K04279.01,1.050852976,1.6788,41694.0,45.89,5780.0,1.0,1791.0,143.0,False,False,Yanlış Pozitif
K07664.01,1.540398683,1.5676,73.0,12.65,4971.0,14.678,4689.0,4.8,False,False,Yanlış Pozitif
K04347.01,3.0570982,3.571,144.0,0.99,6021.0,0.819,1202.0,15.7,False,True,Gerçek Gezegen
K04348.01,365.25921,13.74,529.0,2.39,5993.0,1.042,268.0,12.8,True,False,Yanlış Pozitif
K04349.01,372.72688,12.751,331.7,3.52,6148.0,1.615,326.0,17.0,False,False,Yanlış Pozitif
K04413.01,9.9398272,4.1198,478.6,101.71,5798.0,0.941,819.0,4.3,False,False,Yanlış Pozitif
K04414.01,0.866346,2.011,116.4,1.24,6241.0,1.131,2165.0,13.9,False,False,Yanlış Pozitif
K04415.01,0.885129679,3.156,177.3,1.21,5792.0,0.864,1780.0,21.2,False,False,Yanlış Pozitif
K04416.01,56.898749,3.522,514.0,6.33,9189.0,2.692,1107.0,6.2,False,False,Yanlış Pozitif
K04417.01,0.438153876,1.3885,164.8,14.0,6032.0,0.929,2407.0,33.4,False,False,Yanlış Pozitif
K04210.01,398.40957,11.486,880.3,3.33,6251.0,1.119,279.0,11.0,False,False,Yanlış Pozitif
K04211.01,0.696286519,3.194,120.8,1.34,5904.0,0.867,1969.0,19.7,False,False,Yanlış Pozitif
K04212.01,5.79179934,3.474,118.5,1.69,6174.0,1.318,1222.0,17.7,False,True,Gerçek Gezegen
K00571.05,129.945392,5.786,500.1,1.18,3751.0,0.443,177.0,13.1,False,True,Gerçek Gezegen
K04280.01,1.39772545,4.129,181.3,1.58,6006.0,1.114,1763.0,17.9,False,False,Yanlış Pozitif
K02505.02,12.4246697,44.07,424.0,168.91,6550.0,1.59,1099.0,116.9,False,False,Yanlış Pozitif
K04281.01,383.00806,9.71,632.1,2.2,5750.0,0.882,235.0,7.6,True,False,Yanlış Pozitif
K04282.01,0.847588864,2.246,67.1,0.91,6335.0,1.072,2144.0,21.3,False,False,Yanlış Pozitif
K04283.01,331.81534,10.56,370.3,1.84,6029.0,0.956,267.0,7.8,True,False,Yanlış Pozitif
K04350.01,1.75649346,3.429,27.5,1.62,6619.0,3.05,2745.0,13.3,False,False,Yanlış Pozitif
K04352.01,1.8912501,7.648,731.0,23.5,4883.0,0.794,1159.0,31.6,False,False,Yanlış Pozitif
K04354.01,0.996023763,5.412,98.3,18.36,6110.0,1.077,1991.0,21.3,False,False,Yanlış Pozitif
K04355.01,36.616669,8.62,237.4,1.68,5780.0,1.0,548.0,3.4,False,False,Yanlış Pozitif
K04420.01,0.566795467,4.712,38.2,0.67,5642.0,1.056,2254.0,25.8,False,False,Yanlış Pozitif
K04213.01,3.67515329,7.083,56.0,0.71,5968.0,0.881,1150.0,16.7,False,False,Yanlış Pozitif
K04214.01,0.715825886,1.212,40.6,0.58,5640.0,0.909,1920.0,11.0,False,False,Yanlış Pozitif
K04215.01,26.5487294,7.968,142.0,2.54,5456.0,2.154,836.0,15.3,False,True,Gerçek Gezegen
K04216.01,0.492291661,0.894,1107.6,3.42,4971.0,0.718,1788.0,62.0,False,False,Yanlış Pozitif
K07654.01,1.6911935,9.479,2801.0,6.36,5780.0,1.0,1528.0,26.7,False,False,Yanlış Pozitif
K04284.01,2.42803503,3.045,73.8,0.85,6609.0,0.974,1516.0,8.8,False,False,Yanlış Pozitif
K04285.01,372.94844,13.879,253.5,1.34,5763.0,0.827,233.0,17.1,True,False,Yanlış Pozitif
K04286.01,0.787120016,3.1648,265.5,23.81,6112.0,0.787,1972.0,43.3,False,False,Yanlış Pozitif
K04288.01,6.28384079,4.291,35.7,0.73,5888.0,1.227,1108.0,14.9,False,True,Gerçek Gezegen
K04355.02,21.131609,13.66,73.5,0.94,5780.0,1.0,659.0,6.5,False,False,Yanlış Pozitif
K04355.03,81.675841,11.53,143.4,1.31,5780.0,1.0,420.0,7.0,False,False,Yanlış Pozitif
K04355.04,28.5463574,9.29,153.3,1.35,5780.0,1.0,596.0,10.1,False,False,Yanlış Pozitif
K04355.05,72.563291,3.088,332.3,1.99,5780.0,1.0,436.0,6.4,False,False,Yanlış Pozitif
K04356.01,174.510276,6.689,1530.0,1.74,4367.0,0.452,186.0,14.8,False,True,Gerçek Gezegen
K04422.01,15.705388,4.871,283.7,3.3,7454.0,1.853,1181.0,10.6,False,False,Yanlış Pozitif
K04423.01,7.65270746,79.8969,641.1,3.21,6328.0,0.963,989.0,254.3,False,False,Yanlış Pozitif
K04424.01,2.27164952,4.054,82.4,0.97,6274.0,1.062,1522.0,12.7,False,True,Gerçek Gezegen
K04425.01,3.84835742,10.18,84.2,0.77,5709.0,0.798,1051.0,32.8,False,False,Yanlış Pozitif
K04217.01,1.0388961,4.755,600.8,114.1,7043.0,1.45,2494.0,14.7,False,False,Yanlış Pozitif
K04218.01,293.76887,4.68,462.0,1.97,6074.0,0.847,271.0,4.0,True,False,Yanlış Pozitif
K04219.01,1.87885327,3.302,120.9,0.97,5851.0,0.863,1406.0,12.1,False,False,Yanlış Pozitif
K04220.01,0.785473311,1.3911,339.6,1.61,5356.0,0.871,1769.0,57.0,False,False,Yanlış Pozitif
K04221.01,5.2438982,7.881,162.2,1.24,5804.0,0.927,1026.0,18.7,False,False,Yanlış Pozitif
K04289.01,441.877824,6.647,1300.0,39.55,4437.0,0.635,158.0,15.2,False,False,Yanlış Pozitif
K07655.01,2.9761504,6.079,259.5,1.02,4236.0,0.664,811.0,8.3,False,False,Yanlış Pozitif
K02529.02,64.0019669,4.724,1112.5,2.48,4652.0,0.697,322.0,14.2,False,True,Gerçek Gezegen
K04290.01,4.83809469,1.096,1544.0,0.79,3187.0,0.2,354.0,11.3,False,True,Gerçek Gezegen
K04291.01,361.91436,8.68,228.2,1.84,6247.0,1.147,297.0,13.0,True,False,Yanlış Pozitif
K04292.01,9.3281912,3.991,45.2,0.59,5525.0,0.888,788.0,13.7,False,True,Gerçek Gezegen
K04359.01,0.629001455,1.263,14.7,0.81,6739.0,2.059,3375.0,9.4,False,False,Yanlış Pozitif
K04360.01,2.71603664,1.744,98.5,1.05,6011.0,1.041,1360.0,13.1,False,True,Gerçek Gezegen
K04362.01,374.59003,15.19,267.9,1.34,5497.0,0.827,227.0,6.6,True,False,Yanlış Pozitif
K07665.01,319.30633,6.74,155.2,1.26,6095.0,1.014,279.0,7.2,True,False,Yanlış Pozitif
K04429.01,1.75254087,4.098,42.5,1.41,6660.0,2.074,2423.0,17.7,False,False,Yanlış Pozitif
K02433.05,0.646745436,1.188,115.6,1.49,6325.0,1.112,2373.0,14.3,False,False,Yanlış Pozitif
K04222.01,3.38557445,1.879,121.9,1.63,5718.0,1.48,1476.0,13.1,False,True,Gerçek Gezegen
K04223.01,2.754024,4.15,172.2,1.68,6419.0,1.188,1553.0,13.8,False,False,Yanlış Pozitif
K04224.01,1.975208831,1.513,76.3,1.59,6401.0,1.744,2064.0,15.1,False,False,Yanlış Pozitif
K04225.01,0.960843605,3.22,141.7,19.15,5708.0,1.129,1904.0,25.5,False,False,Yanlış Pozitif
K04293.01,4.206109,5.16,120.0,0.91,5480.0,0.802,999.0,11.9,False,False,Yanlış Pozitif
K04294.01,0.962590772,1.2569,1021.6,31.51,6274.0,1.062,2026.0,90.4,False,False,Yanlış Pozitif
K04295.01,13.3997555,3.534,167.3,1.51,6401.0,1.15,886.0,13.6,False,True,Gerçek Gezegen
K07656.01,0.776950288,1.288,396.0,1.72,5861.0,0.865,1882.0,25.8,False,False,Yanlış Pozitif
K04297.01,5.93725628,3.639,115.6,0.86,5428.0,0.799,891.0,17.1,False,False,Yanlış Pozitif
K04364.01,4.56383697,2.271,201.8,1.22,5408.0,0.861,980.0,9.9,False,True,Gerçek Gezegen
K04365.01,55.119831,4.703,114.5,1.68,6297.0,1.506,622.0,8.2,False,False,Yanlış Pozitif
K04365.02,25.6416117,5.5,126.4,1.76,6297.0,1.506,803.0,4.9,False,False,Yanlış Pozitif
K04439.01,1.33258455,5.77,152.7,15.89,6039.0,0.951,1680.0,8.1,False,False,Yanlış Pozitif
K04440.01,350.81029,11.29,538.3,2.86,5841.0,1.226,282.0,15.1,False,False,Yanlış Pozitif
K04441.01,0.341842017,1.1554,285.6,1.72,5016.0,0.747,2023.0,70.1,False,True,Gerçek Gezegen
K07666.01,0.570953851,0.998,76.1,1.01,6238.0,1.145,2464.0,8.9,False,False,Yanlış Pozitif
K04227.01,4.29258258,3.069,369.6,1.87,6137.0,0.963,1161.0,16.1,False,False,Yanlış Pozitif
K04228.01,0.960842633,2.6441,2022.9,67.53,7381.0,1.597,2808.0,176.1,False,False,Yanlış Pozitif
K04230.01,5.49548533,2.461,85.8,1.3,6157.0,1.392,1293.0,14.2,False,True,Gerçek Gezegen
K04299.01,0.980505042,1.4068,426.6,26.35,5794.0,1.059,1904.0,51.5,False,False,Yanlış Pozitif
K02541.02,20.4853893,10.229,89.5,3.6,4938.0,3.324,1015.0,17.9,False,True,Gerçek Gezegen
K04300.01,3.58273837,1.523,360.5,1.64,5448.0,0.872,1064.0,11.6,False,True,Gerçek Gezegen
K04301.01,15.604841,4.543,73.4,1.57,6254.0,1.706,1013.0,15.3,False,True,Gerçek Gezegen
K04365.03,75.681309,11.62,107.7,1.64,6297.0,1.506,560.0,9.1,False,False,Yanlış Pozitif
K07657.01,62.060783,28.203,472.9,2.11,5526.0,0.784,400.0,19.9,False,False,Yanlış Pozitif
K04368.01,12.4252735,20.756,84.7,2.37,6156.0,2.557,1299.0,36.6,False,False,Yanlış Pozitif
K04368.02,39.2820405,3.344,157.5,58.67,6143.0,2.136,823.0,6.9,False,False,Yanlış Pozitif
K04431.02,355.79978,5.972,172.3,1.87,6350.0,1.394,324.0,10.5,False,False,Yanlış Pozitif
K04432.01,410.99389,12.01,550.0,2.09,5471.0,0.898,220.0,8.7,True,False,Yanlış Pozitif
K04433.01,2.17823752,2.259,44.0,0.64,6052.0,0.969,1473.0,10.1,False,False,Yanlış Pozitif
K04434.01,1.404674486,5.056,155.5,0.86,4716.0,0.609,1126.0,20.7,False,False,Yanlış Pozitif
K04231.01,24.9097436,3.856,150.2,2.24,6596.0,1.757,912.0,9.7,False,False,Yanlış Pozitif
K02442.02,12.3101351,3.797,263.7,1.51,5009.0,0.84,651.0,12.9,False,True,Gerçek Gezegen
K04232.01,2.61576515,2.777,120.4,1.06,6088.0,0.958,1379.0,15.1,False,True,Gerçek Gezegen
K04233.01,409.2452,13.06,531.2,2.1,5910.0,0.911,244.0,12.8,True,False,Yanlış Pozitif
K04234.01,6.94245216,3.491,160.8,1.34,6108.0,1.03,1003.0,14.7,False,True,Gerçek Gezegen
K04304.01,9.4061364,4.882,79.5,1.14,5855.0,1.268,981.0,13.2,False,True,Gerçek Gezegen
K04305.01,0.935086665,1.12,71.2,1.18,6762.0,1.348,2431.0,13.1,False,False,Yanlış Pozitif
K04306.01,1.489457454,3.028,56.3,1.58,6316.0,2.087,2415.0,29.7,False,False,Yanlış Pozitif
K04370.01,1.181165291,1.013,370.4,1.52,5203.0,0.747,1398.0,14.1,False,False,Yanlış Pozitif
K04371.01,66.373298,8.559,415.0,1.99,6143.0,0.976,471.0,13.7,False,True,Gerçek Gezegen
K02732.02,13.61165024,7.617,95.5,1.46,6170.0,1.499,958.0,31.6,False,True,Gerçek Gezegen
K04372.01,6.24564633,2.459,212.0,1.06,4858.0,0.707,731.0,11.9,False,True,Gerçek Gezegen
